I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
110,88,31,-97,54,70,14,103,89,53,23,44
108,86,31,-96,53,69,12,102,89,53,23,44
112,89,31,-99,55,71,13,101,90,53,24,45
114,90,31,-100,57,72,12,100,90,53,24,46
114,90,31,-100,56,71,11,99,90,53,25,46
115,90,31,-101,57,72,11,98,90,54,25,47
115,91,31,-101,57,72,10,97,90,53,24,47
114,91,32,-101,56,73,9,97,89,53,24,47
116,92,33,-103,57,74,9,97,90,54,23,47
121,96,34,-107,60,77,9,97,91,55,24,48
121,97,35,-108,59,78,8,96,91,55,24,49
119,96,36,-106,57,78,7,96,91,56,24,50
119,96,36,-106,57,78,6,97,91,56,25,50
118,96,37,-106,55,78,5,96,92,57,25,51
116,96,38,-105,53,79,4,96,92,57,25,51
118,97,39,-107,54,80,4,96,92,58,26,53
123,100,38,-110,58,81,5,97,93,59,28,55
124,100,38,-111,59,81,4,96,93,59,29,56
123,99,37,-109,58,80,1,96,92,58,28,56
125,100,37,-111,60,81,0,95,91,58,29,57
126,102,39,-113,59,83,1,96,91,58,30,59
126,104,40,-114,59,85,0,96,91,59,32,61
127,103,40,-114,59,84,-2,93,90,58,32,61
125,103,40,-113,58,84,-5,90,90,58,32,60
126,103,40,-113,59,84,-7,90,91,60,34,60
126,102,38,-113,60,83,-8,89,91,60,35,61
126,103,39,-113,59,83,-10,88,92,60,36,61
128,105,42,-115,59,86,-11,89,92,61,36,62
130,107,43,-117,59,88,-11,90,92,62,38,63
131,108,43,-118,60,88,-12,88,93,62,39,65
133,111,45,-121,59,91,-12,87,94,63,39,67
130,112,49,-120,54,94,-13,86,95,63,40,68
127,112,52,-119,50,95,-15,85,95,63,40,70
129,113,52,-120,51,95,-17,83,95,63,41,71
127,111,52,-119,50,94,-20,79,95,63,41,72
127,112,52,-119,51,95,-21,77,94,63,42,74
130,113,52,-121,52,95,-22,76,93,63,43,76
129,114,53,-121,51,97,-23,74,93,63,44,77
130,116,55,-123,50,98,-25,72,93,63,45,78
133,118,56,-125,51,100,-27,72,93,62,45,79
134,119,57,-126,52,102,-29,72,94,63,45,80
136,121,58,-128,52,104,-31,72,95,63,46,81
138,123,60,-130,52,105,-32,72,96,64,47,83
136,124,62,-130,49,107,-35,71,96,65,48,85
136,125,64,-131,48,109,-38,70,96,66,50,87
139,128,65,-134,49,111,-40,70,97,67,51,90
144,131,66,-138,52,113,-42,69,97,69,53,93
146,132,66,-140,54,114,-46,68,96,69,55,95
143,131,67,-137,51,113,-50,65,93,69,55,96
143,132,68,-138,49,115,-53,62,92,69,56,97
146,135,70,-141,50,117,-55,60,92,70,57,99
151,139,71,-145,53,120,-57,59,94,71,58,102
155,142,72,-149,55,123,-58,57,94,72,60,104
150,140,73,-146,51,122,-64,52,92,71,59,104
150,141,75,-146,49,123,-67,49,91,71,60,105
153,145,78,-150,50,127,-68,50,92,72,62,108
154,146,80,-151,48,129,-69,49,92,72,62,109
157,149,82,-154,49,132,-70,48,92,72,63,111
159,152,83,-157,50,134,-74,48,92,72,62,113
159,152,84,-157,48,135,-78,46,91,71,61,113
156,151,86,-155,45,135,-82,43,90,69,60,114
155,151,87,-155,44,135,-84,42,90,69,60,114
158,154,88,-158,46,137,-84,42,91,69,60,115
164,157,88,-162,50,140,-84,41,91,69,60,117
167,160,89,-165,50,142,-85,41,92,68,61,119
166,161,91,-165,49,144,-88,39,91,68,60,119
165,161,91,-165,48,143,-90,36,90,67,60,118
162,159,91,-162,45,142,-94,32,89,65,58,118
162,160,93,-163,44,143,-95,30,89,65,58,118
165,162,93,-165,46,145,-96,29,89,65,58,118
164,161,94,-164,45,145,-97,27,88,63,56,117
163,161,94,-164,44,145,-98,26,88,63,56,116
163,161,93,-164,45,144,-98,26,87,62,55,115
162,160,93,-163,44,144,-98,27,86,61,53,114
162,160,93,-163,44,144,-98,27,86,61,52,114
163,161,93,-164,44,144,-97,28,86,61,51,114
164,161,93,-164,45,145,-97,29,86,60,50,114
166,162,93,-166,47,145,-97,30,87,60,48,113
165,161,92,-165,47,144,-97,32,87,59,47,111
159,157,92,-160,43,142,-97,32,86,58,45,107
155,155,92,-157,40,140,-97,34,86,57,43,104
156,155,91,-158,41,140,-97,36,87,57,42,102
152,152,90,-154,39,137,-97,37,86,55,40,99
150,151,90,-153,38,137,-94,40,86,54,39,96
151,151,90,-153,39,137,-89,43,87,54,38,94
149,149,89,-151,38,135,-87,45,87,53,36,89
150,148,87,-151,41,133,-83,49,89,52,34,86
150,147,84,-150,43,131,-80,53,91,51,32,83
144,142,83,-145,39,128,-77,55,92,49,29,79
141,140,82,-142,38,126,-73,59,93,48,27,74
142,139,80,-142,40,125,-69,63,95,47,26,71
141,137,78,-141,41,123,-65,67,97,47,25,68
139,134,75,-137,41,119,-62,70,96,46,23,64
134,130,73,-133,39,115,-59,72,95,45,21,60
129,126,73,-129,36,113,-56,74,95,44,19,57
129,126,72,-129,37,112,-51,77,96,43,18,54
132,127,70,-130,40,112,-46,81,97,43,17,53
128,123,69,-127,38,109,-42,83,98,41,15,49
122,119,68,-122,35,106,-38,87,97,40,13,46
118,116,66,-118,33,103,-35,91,97,38,11,43
116,113,64,-116,33,101,-32,96,96,37,9,40
115,111,62,-114,34,99,-27,99,96,36,7,37
114,109,60,-112,35,96,-24,101,95,34,4,35
114,107,58,-112,37,94,-21,102,94,33,2,33
111,105,56,-109,36,92,-18,102,93,32,-1,31
109,102,55,-106,36,90,-15,103,91,30,-2,28
110,102,53,-106,38,89,-12,105,90,29,-4,27
108,100,53,-104,36,88,-9,105,89,28,-5,24
104,98,53,-102,34,86,-7,105,89,27,-7,22
103,97,52,-101,33,86,-6,105,88,26,-7,21
103,97,52,-101,33,85,-6,105,88,26,-7,21
102,97,52,-100,33,85,-6,105,88,26,-7,21
102,97,52,-100,33,85,-6,105,88,26,-7,21
102,97,52,-100,33,85,-6,105,88,26,-7,21
98,91,47,-95,33,79,1,102,83,23,-10,16
92,83,41,-87,34,71,10,98,76,18,-13,9
90,80,38,-85,35,68,13,96,74,17,-14,7
89,79,38,-84,35,68,14,96,74,16,-15,7
89,79,37,-84,35,67,14,95,73,16,-15,5
89,78,36,-83,36,66,14,94,72,15,-16,4
89,77,35,-83,36,65,14,92,71,14,-17,2
89,77,34,-82,37,64,14,91,70,14,-17,0
89,76,34,-82,37,64,14,90,70,14,-17,-0
89,76,34,-82,38,64,14,90,70,14,-18,-1
89,76,34,-82,38,64,14,90,70,14,-18,-1
89,76,34,-82,38,64,15,90,70,14,-18,-1
89,76,34,-82,38,64,16,90,70,14,-18,-1
89,76,34,-82,38,64,17,90,70,14,-18,-1
89,76,34,-82,38,64,18,90,70,14,-18,-1
89,76,34,-82,38,64,19,90,70,14,-18,-1
89,76,34,-82,38,64,20,90,70,14,-18,-1
89,76,34,-82,38,64,20,90,70,14,-18,-1
89,76,34,-82,38,64,20,90,70,14,-18,-1
89,76,34,-82,38,64,20,90,70,14,-18,-1
89,76,34,-82,38,64,20,90,70,14,-18,-1
89,76,34,-82,38,64,20,90,70,14,-18,-1
89,76,34,-82,38,64,20,90,70,14,-18,-1
88,76,34,-82,37,64,20,90,70,14,-18,-1
87,76,35,-81,35,65,20,90,70,14,-18,-1
86,76,36,-81,34,65,20,90,70,14,-18,-1
85,76,37,-81,32,65,20,90,70,14,-18,-1
84,76,38,-80,31,66,20,90,70,14,-17,-1
84,76,38,-80,30,66,20,90,70,14,-17,-1
84,76,39,-80,30,66,20,90,70,14,-16,-1
84,76,39,-80,30,66,20,90,70,14,-15,-1
84,76,39,-80,30,66,20,90,70,14,-14,-1
84,76,39,-80,30,66,20,90,71,15,-14,-1
84,76,39,-80,30,66,20,90,72,15,-14,-1
84,76,39,-80,30,66,20,90,73,16,-14,-1
84,76,39,-80,30,66,20,90,74,17,-14,-1
84,76,39,-80,30,66,20,90,74,17,-14,-1
84,76,39,-80,30,66,20,90,74,17,-14,-1
84,76,39,-80,30,66,20,90,74,17,-14,-1
84,77,39,-80,30,66,20,90,74,17,-14,-1
84,77,40,-81,29,67,20,90,74,17,-14,-1
84,78,41,-81,28,68,20,90,74,17,-14,-1
84,79,42,-82,27,69,20,90,74,17,-14,-1
84,79,43,-82,27,70,19,90,74,17,-14,-0
84,79,43,-82,26,70,18,90,74,17,-14,1
84,80,44,-82,26,70,17,90,74,17,-14,2
84,80,44,-82,26,70,16,90,74,17,-14,3
84,80,44,-82,26,70,15,90,74,17,-14,4
84,80,44,-82,26,70,15,90,74,17,-14,4
84,80,44,-82,26,70,14,90,74,17,-14,4
84,80,44,-82,26,70,14,90,74,17,-14,4
84,80,44,-82,26,70,14,90,74,17,-14,4
84,80,44,-82,26,70,14,90,74,17,-14,3
84,80,44,-82,26,70,14,90,74,17,-14,2
84,80,44,-82,26,70,14,90,74,17,-14,0
84,80,44,-82,26,70,14,89,74,17,-14,-0
84,80,44,-82,26,70,13,88,74,17,-14,-0
84,80,44,-82,26,70,12,87,74,17,-14,-1
84,80,44,-82,26,70,10,85,74,17,-14,-1
84,80,44,-82,26,70,10,84,74,17,-14,-1
84,80,44,-82,26,70,9,84,74,17,-15,-1
84,80,44,-82,26,70,9,83,74,17,-16,-1
84,80,44,-82,26,70,9,83,74,17,-17,-1
84,80,44,-82,26,70,9,83,74,17,-17,-1
84,80,44,-82,26,70,9,83,74,17,-17,-1
84,80,44,-82,26,70,9,83,74,17,-18,-1
84,80,44,-82,26,70,9,83,74,17,-18,-1
84,80,43,-82,27,70,9,83,74,17,-18,-1
85,80,42,-83,29,70,9,83,73,17,-18,-1
86,80,41,-83,30,69,9,83,72,17,-18,-1
88,80,40,-84,32,69,9,83,71,17,-18,-1
88,80,40,-84,33,69,9,83,70,17,-18,-1
89,81,40,-85,32,69,9,83,70,17,-18,-1
89,81,41,-85,32,70,9,83,70,17,-18,-1
89,82,42,-86,31,71,9,83,70,17,-18,-1
90,83,44,-87,30,73,10,83,71,17,-17,-0
91,85,45,-88,30,74,12,83,72,18,-17,1
92,86,46,-89,30,76,14,83,74,19,-16,2
93,88,47,-91,30,77,17,83,77,19,-15,3
94,89,49,-92,30,79,19,84,78,20,-14,4
94,90,50,-93,29,80,21,85,79,20,-14,5
94,91,51,-93,28,81,23,87,79,20,-14,6
94,92,52,-94,27,82,24,88,79,20,-14,7
94,93,54,-95,26,83,25,90,79,21,-14,8
94,94,55,-95,25,84,27,92,80,21,-13,8
94,94,56,-96,24,85,28,94,81,22,-12,8
94,95,58,-96,23,86,29,95,82,23,-11,8
95,96,58,-97,23,87,30,96,84,24,-11,9
96,97,59,-98,24,88,30,97,85,24,-10,10
97,98,59,-99,24,89,31,97,86,25,-9,11
98,99,59,-100,25,89,31,97,87,26,-8,12
99,99,59,-100,26,89,29,97,88,26,-7,13
100,99,59,-101,26,89,25,97,88,27,-7,13
100,99,59,-101,26,90,20,97,88,27,-7,13
100,99,59,-101,26,90,14,97,88,27,-7,13
100,99,58,-101,27,89,8,96,88,27,-7,14
101,99,57,-101,29,89,1,93,87,27,-7,14
102,99,56,-102,30,89,-7,90,86,27,-7,15
104,99,55,-102,32,88,-15,87,85,27,-7,17
105,99,54,-103,34,88,-22,84,83,26,-7,18
107,99,52,-103,36,87,-27,82,81,26,-7,19
108,99,51,-104,38,86,-31,80,79,25,-7,20
109,99,50,-104,39,86,-36,78,77,24,-7,21
110,99,49,-105,41,86,-38,77,75,24,-7,22
110,99,49,-105,41,85,-39,75,74,24,-7,22
111,99,49,-105,41,85,-39,73,72,24,-7,22
111,99,49,-105,41,85,-40,72,71,24,-7,22
111,99,48,-105,42,85,-39,70,70,23,-7,22
111,98,47,-104,42,84,-38,68,69,23,-7,21
111,98,46,-104,43,83,-37,67,68,22,-7,20
111,97,45,-103,44,82,-36,65,66,21,-7,19
110,96,44,-102,44,81,-34,64,66,20,-8,18
108,94,44,-101,43,80,-31,63,66,19,-9,17
105,93,44,-99,41,79,-29,63,65,19,-11,15
102,91,44,-97,39,78,-26,63,65,18,-12,14
99,89,44,-94,37,77,-24,62,65,17,-14,12
95,87,44,-91,35,75,-22,61,64,15,-16,8
92,85,44,-88,32,74,-21,60,63,14,-18,4
88,82,44,-85,29,72,-19,58,62,12,-19,-1
84,80,43,-83,27,70,-18,56,60,10,-21,-5
83,78,42,-81,26,69,-17,55,58,8,-23,-7
81,76,41,-79,26,67,-15,53,56,5,-25,-10
80,75,40,-78,26,65,-14,51,54,3,-26,-12
78,73,39,-76,26,64,-13,50,52,1,-28,-14
77,72,39,-75,25,63,-13,50,52,0,-29,-14
76,71,39,-74,24,63,-13,50,52,-1,-30,-15
74,71,39,-73,23,62,-13,50,52,-2,-31,-15
73,70,39,-72,23,62,-13,50,52,-2,-31,-15
73,70,39,-72,23,62,-13,50,52,-2,-32,-15
73,70,39,-72,23,62,-13,50,52,-3,-32,-15
73,70,39,-72,23,62,-13,50,52,-3,-32,-15
73,70,39,-72,23,62,-13,50,52,-3,-32,-15
73,70,39,-72,23,62,-13,50,52,-3,-32,-15
73,70,39,-72,23,62,-13,50,52,-3,-32,-15
73,70,39,-72,23,62,-13,50,52,-3,-32,-15
73,70,39,-72,23,62,-13,50,52,-3,-32,-15
73,70,39,-72,23,62,-13,50,52,-3,-32,-15
73,70,39,-72,23,62,-13,50,52,-3,-32,-15
73,70,39,-72,23,62,-13,50,52,-3,-32,-15
72,69,38,-71,22,61,-13,49,51,-3,-31,-15
72,68,38,-70,23,60,-13,48,51,-3,-31,-16
72,68,38,-70,22,60,-13,48,50,-3,-31,-16
72,68,37,-70,23,60,-13,48,50,-3,-31,-16
72,68,37,-70,23,60,-13,48,50,-3,-31,-16
72,68,37,-70,23,60,-13,48,50,-3,-31,-16
72,68,37,-70,23,60,-13,48,50,-3,-31,-16
71,67,36,-69,23,59,-13,49,49,-4,-31,-17
70,65,34,-68,24,56,-13,51,48,-5,-32,-18
70,64,33,-67,25,56,-13,51,47,-6,-32,-18
70,64,33,-67,25,56,-13,51,47,-6,-32,-18
70,65,34,-67,24,56,-12,52,48,-5,-31,-18
67,64,36,-66,21,57,-12,52,48,-5,-31,-18
65,63,36,-64,19,56,-13,51,47,-6,-32,-20
66,62,34,-64,21,55,-14,50,46,-6,-33,-20
68,63,34,-66,23,55,-14,49,46,-6,-34,-20
68,64,34,-66,23,56,-13,48,46,-6,-35,-20
69,64,34,-67,23,56,-12,49,46,-6,-35,-20
72,66,34,-69,25,57,-10,50,47,-5,-33,-18
72,66,33,-69,26,57,-8,51,48,-5,-33,-18
70,64,33,-67,25,56,-8,51,48,-5,-33,-18
69,63,32,-67,25,55,-8,49,47,-5,-33,-19
69,63,32,-66,24,55,-8,47,47,-5,-33,-21
67,62,32,-65,23,54,-8,45,46,-6,-33,-23
67,62,33,-65,23,54,-8,44,46,-6,-33,-23
68,63,33,-66,23,55,-7,43,46,-6,-33,-24
68,64,35,-66,21,56,-7,44,47,-5,-33,-25
71,66,35,-69,24,58,-6,46,49,-5,-32,-23
71,66,34,-69,25,57,-6,46,48,-5,-33,-23
69,65,34,-67,23,57,-7,45,47,-5,-33,-22
70,65,35,-68,23,57,-7,45,47,-5,-33,-21
70,66,36,-69,23,58,-7,45,47,-5,-33,-20
69,67,38,-68,20,59,-8,45,47,-5,-33,-20
68,66,39,-68,19,60,-8,45,47,-6,-33,-19
67,66,39,-67,18,59,-9,44,47,-7,-33,-20
65,64,38,-65,17,58,-10,42,46,-9,-34,-21
63,63,38,-64,16,57,-11,42,45,-10,-34,-22
66,64,37,-66,18,58,-10,43,45,-10,-34,-22
66,65,38,-66,18,58,-9,43,46,-9,-34,-22
63,64,38,-64,16,58,-9,42,46,-9,-34,-25
66,65,38,-66,18,58,-8,43,47,-9,-33,-25
67,65,37,-66,20,58,-7,42,47,-9,-34,-25
65,64,37,-65,18,57,-8,41,47,-8,-35,-25
66,64,37,-66,19,57,-8,42,47,-8,-36,-24
67,65,37,-66,19,58,-8,43,47,-8,-36,-23
66,66,40,-67,17,60,-8,43,47,-8,-35,-23
64,67,44,-67,12,62,-7,43,47,-8,-36,-24
63,68,45,-67,11,63,-7,44,47,-8,-36,-25
62,67,45,-66,10,63,-6,44,47,-8,-35,-23
60,67,46,-65,8,63,-5,45,47,-8,-35,-23
62,68,46,-67,9,64,-5,46,47,-8,-35,-22
63,68,45,-67,11,63,-5,46,45,-8,-35,-22
61,67,45,-65,10,62,-5,45,44,-8,-34,-22
64,68,44,-67,12,62,-6,45,44,-9,-34,-23
63,67,43,-66,12,62,-6,44,43,-10,-34,-25
60,65,44,-64,9,61,-6,44,43,-11,-34,-26
61,67,46,-66,9,63,-5,45,44,-11,-34,-26
62,68,47,-67,9,64,-5,46,44,-11,-34,-26
62,68,46,-67,9,64,-5,46,45,-11,-33,-26
60,67,46,-65,8,63,-4,45,44,-11,-34,-27
60,67,47,-65,7,63,-3,45,44,-12,-34,-27
62,70,49,-68,7,66,-3,46,45,-11,-34,-26
59,70,51,-67,4,67,-4,45,45,-10,-35,-25
59,70,51,-67,3,67,-5,45,45,-10,-36,-24
61,71,52,-68,4,68,-5,46,46,-10,-35,-24
59,68,49,-66,5,65,-6,45,45,-10,-36,-25
60,66,46,-65,8,63,-6,45,45,-10,-36,-25
61,66,45,-65,9,62,-5,45,45,-10,-36,-25
60,66,45,-64,9,62,-3,46,45,-10,-35,-25
59,66,45,-64,8,62,-2,47,46,-9,-33,-25
60,66,45,-65,9,62,-0,48,46,-9,-32,-23
62,68,46,-66,9,63,1,48,46,-9,-31,-23
58,65,46,-63,6,62,2,47,45,-10,-31,-23
54,64,48,-61,3,62,4,47,45,-10,-32,-24
57,67,50,-64,3,65,7,48,45,-9,-31,-24
59,69,50,-66,4,66,9,50,45,-9,-30,-24
59,69,50,-66,4,66,10,50,44,-9,-31,-25
57,69,52,-65,2,66,6,50,44,-8,-31,-25
56,70,54,-65,-1,68,2,50,44,-8,-31,-25
56,71,56,-66,-2,70,-1,50,44,-7,-31,-24
57,72,57,-67,-2,71,-4,49,43,-7,-31,-25
57,72,57,-67,-2,71,-5,48,43,-7,-32,-25
57,71,55,-67,-1,69,-5,48,42,-8,-32,-25
