I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-17,-59,-20,39,0,-45,20,11,21,16,-3,-13
-21,-66,-20,45,-1,-49,23,13,26,15,-4,-11
-28,-65,-12,49,-10,-42,29,14,33,28,4,-2
18,-7,-25,-9,22,-22,5,-8,8,7,-14,-21
13,-20,-28,0,21,-31,6,-11,9,12,-5,-13
-3,-30,-16,15,7,-28,7,-15,6,9,-3,-11
2,21,12,-9,-4,19,-11,-32,-9,8,6,2
34,63,4,-50,17,35,-16,-39,-19,9,17,15
-8,18,21,-1,-15,25,3,-12,10,49,57,58
12,24,3,-17,5,14,-0,4,32,70,84,85
69,59,-37,-74,56,1,-5,24,62,101,121,129
114,83,-70,-116,96,-12,-18,25,63,127,165,180
136,92,-88,-136,117,-21,-36,17,65,149,204,231
220,157,-137,-225,187,-26,-75,-14,38,138,214,253
259,196,-154,-270,216,-20,-99,-26,32,157,250,305
276,249,-137,-304,217,20,-126,-59,-1,148,268,338
299,321,-116,-353,219,73,-164,-95,-19,162,301,383
313,382,-91,-389,215,122,-174,-123,-38,166,317,404
224,362,-8,-316,125,177,-148,-129,-39,188,336,424
169,327,29,-262,77,188,-135,-157,-79,165,306,393
131,308,59,-226,42,200,-135,-196,-126,123,270,362
84,325,121,-200,-14,257,-149,-246,-186,67,219,315
28,347,197,-168,-82,327,-157,-275,-220,39,185,285
25,362,209,-173,-90,344,-169,-317,-282,-48,104,206
-34,312,241,-109,-137,343,-158,-335,-338,-138,18,127
-61,273,246,-73,-154,327,-157,-352,-380,-200,-45,62
-70,216,218,-42,-146,277,-154,-346,-384,-230,-92,3
-61,146,162,-18,-113,199,-143,-326,-378,-260,-129,-39
-118,69,174,56,-149,168,-106,-282,-342,-254,-130,-49
-119,30,149,74,-138,130,-88,-260,-332,-266,-144,-71
-109,11,126,75,-121,103,-72,-234,-307,-256,-137,-71
-97,7,110,67,-106,89,-51,-196,-253,-219,-121,-63
-96,-15,95,76,-99,66,-41,-157,-197,-173,-97,-49
-28,1,32,20,-31,25,-34,-128,-158,-150,-97,-60
-23,-5,21,19,-23,13,-19,-88,-115,-110,-77,-47
-24,-10,20,22,-23,10,-10,-66,-87,-88,-65,-41
-11,-1,11,10,-11,7,-10,-59,-70,-67,-54,-32
12,15,-3,-13,8,5,-8,-53,-65,-61,-50,-32
-41,-35,22,45,-33,-1,15,-23,-24,-24,-23,-8
-37,-30,21,40,-30,1,19,-18,-16,-20,-19,-10
-26,15,38,13,-33,37,18,-21,-21,-24,-23,-15
-34,2,38,24,-37,31,28,-10,-13,-21,-19,-13
-52,-35,34,54,-45,9,38,1,4,-9,-13,-9
0,13,8,-4,-3,12,21,-16,-11,-31,-35,-34
-9,-30,-9,20,-0,-22,26,-7,-0,-21,-32,-28
-9,-27,-8,19,-0,-20,32,2,4,-16,-31,-31
-0,-21,-13,10,6,-21,27,1,6,-11,-29,-31
16,2,-15,-11,16,-10,23,-2,1,-17,-34,-38
-33,-42,9,43,-22,-15,41,18,22,9,-11,-18
-33,-42,9,43,-22,-15,39,17,21,3,-11,-18
-26,-26,11,31,-19,-4,34,10,17,2,-12,-20
-36,-37,15,43,-27,-7,39,12,22,-2,-16,-28
-55,-46,29,60,-44,-1,40,15,22,6,-8,-17
5,-24,-21,7,13,-28,30,3,12,-9,-20,-29
-5,-41,-21,22,8,-37,35,7,22,-5,-21,-27
-9,-42,-18,26,4,-35,37,11,30,-2,-24,-29
9,-13,-19,0,14,-21,32,13,31,2,-17,-23
23,0,-25,-15,24,-19,29,9,20,-3,-23,-29
11,-11,-19,-2,15,-20,33,12,23,1,-18,-25
-1,-20,-12,10,5,-19,37,15,26,6,-13,-20
-15,-32,-4,26,-6,-19,41,18,30,10,-8,-16
-27,-41,3,38,-16,-19,46,23,34,15,-3,-11
-21,-37,-1,32,-11,-19,43,20,31,12,-6,-14
-16,-31,-3,26,-7,-19,41,18,31,9,-9,-16
-9,-26,-7,18,-1,-19,39,16,29,6,-12,-18
-4,-21,-9,13,2,-18,37,15,28,4,-14,-20
-5,-22,-9,14,2,-19,37,15,29,4,-13,-19
-6,-22,-8,15,1,-18,37,15,30,5,-13,-18
-7,-24,-8,17,0,-19,37,16,31,6,-12,-17
-8,-24,-7,17,-1,-18,37,17,32,7,-11,-16
-9,-24,-6,17,-2,-16,37,17,32,7,-11,-16
-11,-24,-3,19,-4,-15,37,17,32,8,-10,-15
-13,-24,-2,20,-6,-14,37,18,32,9,-9,-15
-14,-22,0,20,-8,-11,38,19,32,10,-8,-14
-11,-20,-1,17,-5,-11,37,18,32,9,-10,-15
-11,-18,-0,17,-5,-10,36,18,31,8,-11,-16
-10,-17,-0,15,-5,-9,35,17,31,7,-12,-17
-7,-13,-1,11,-3,-7,35,18,31,7,-13,-17
-8,-13,0,12,-4,-6,35,19,31,7,-12,-17
-8,-11,1,11,-5,-4,35,19,31,7,-12,-17
-9,-11,3,12,-6,-4,35,20,32,7,-12,-17
-9,-9,4,11,-7,-1,35,21,32,8,-12,-16
-10,-11,4,13,-7,-3,35,22,33,8,-12,-16
-10,-11,4,13,-7,-3,35,22,34,9,-11,-15
-12,-13,4,15,-8,-4,35,23,35,10,-10,-14
-12,-13,5,15,-9,-2,36,24,36,11,-9,-13
-12,-13,4,15,-9,-4,35,24,36,10,-9,-13
-10,-11,4,13,-7,-3,34,24,36,10,-9,-13
-10,-11,4,13,-7,-3,33,24,36,9,-9,-13
-9,-10,4,11,-7,-2,32,24,36,9,-9,-13
-10,-11,4,13,-7,-3,32,25,36,9,-9,-13
-13,-13,5,16,-10,-3,32,26,37,10,-8,-12
-15,-15,7,18,-11,-2,32,27,37,10,-8,-12
-16,-15,8,18,-12,-1,33,27,38,11,-8,-11
-14,-11,8,15,-11,0,32,27,37,10,-8,-11
-12,-7,9,13,-11,3,32,27,37,10,-8,-11
-12,-4,10,11,-11,6,32,27,37,9,-8,-11
-10,1,12,7,-11,10,32,27,37,9,-8,-11
-10,2,13,7,-11,10,32,27,37,9,-8,-10
-11,4,14,7,-12,13,32,28,38,10,-8,-9
-12,4,15,8,-13,13,32,29,38,10,-6,-8
-13,5,17,8,-15,16,33,30,39,11,-6,-7
-14,6,19,8,-16,17,34,31,40,11,-5,-6
-14,7,20,8,-17,19,35,31,40,12,-4,-4
-14,9,21,7,-17,20,36,32,42,13,-3,-4
-14,11,22,6,-18,22,37,34,42,14,-2,-3
-14,11,22,6,-18,22,36,33,42,12,-4,-4
-14,11,22,6,-18,22,36,33,42,11,-5,-5
-14,11,22,6,-18,22,36,32,40,9,-5,-6
-14,13,24,6,-19,25,36,32,41,8,-6,-6
-15,13,25,6,-20,25,37,33,40,7,-8,-7
-17,13,27,7,-22,28,38,35,42,7,-8,-8
-18,13,28,8,-23,28,39,36,42,7,-8,-9
-20,15,31,8,-25,31,41,37,43,7,-8,-9
-18,17,31,6,-25,32,41,36,42,6,-10,-11
-17,18,30,5,-24,33,42,37,41,4,-11,-12
-16,21,31,3,-23,34,43,36,40,4,-13,-13
-16,22,32,3,-24,36,44,36,40,3,-13,-14
-17,22,33,3,-25,37,45,37,40,2,-14,-15
-20,22,36,5,-28,39,46,37,40,1,-14,-15
-21,22,38,6,-30,40,47,38,40,-0,-14,-15
-23,24,41,7,-32,43,48,39,40,0,-14,-15
-24,24,42,8,-33,44,49,39,39,-1,-14,-15
-25,24,43,8,-34,45,51,40,38,-1,-14,-14
-26,24,44,9,-35,46,52,39,37,-1,-14,-13
-27,26,46,9,-37,48,54,40,37,-1,-14,-12
-27,28,47,8,-37,51,53,39,34,-4,-16,-13
-26,31,49,6,-38,53,53,39,32,-6,-17,-13
-26,33,50,5,-39,55,53,38,31,-7,-17,-13
-25,37,51,3,-38,58,53,37,29,-10,-18,-13
-26,39,54,3,-40,61,53,36,26,-12,-19,-14
-28,41,57,3,-43,64,54,36,24,-14,-20,-14
-30,42,60,4,-45,67,55,36,23,-16,-21,-14
-31,44,63,4,-48,71,56,36,21,-18,-22,-14
-32,46,65,4,-49,73,55,33,16,-22,-24,-16
-32,48,67,3,-50,75,54,31,12,-26,-27,-17
-33,50,69,3,-52,78,53,28,8,-30,-29,-19
-33,54,72,1,-53,82,53,26,4,-34,-31,-20
-35,53,73,3,-55,83,52,24,1,-37,-33,-21
-37,54,75,4,-57,85,52,22,-3,-41,-34,-21
-39,53,77,6,-58,86,52,19,-7,-45,-36,-22
-39,55,79,5,-60,89,52,18,-9,-49,-38,-22
-41,54,80,7,-62,89,51,15,-15,-53,-40,-23
-44,52,82,10,-64,89,51,12,-19,-57,-41,-23
-46,50,83,12,-65,89,50,9,-25,-62,-43,-23
-49,48,85,15,-68,89,50,6,-30,-65,-44,-23
-48,49,85,14,-68,90,47,2,-36,-71,-46,-25
-47,52,85,12,-67,92,46,-2,-42,-77,-49,-26
-46,54,85,10,-67,92,44,-7,-48,-82,-52,-27
-46,55,86,10,-67,94,42,-11,-54,-87,-54,-28
-48,54,88,12,-69,95,39,-16,-60,-92,-57,-29
-50,54,90,13,-71,96,37,-20,-67,-96,-58,-30
-54,52,92,17,-74,97,35,-24,-73,-101,-61,-31
-56,52,95,18,-77,99,33,-28,-78,-105,-62,-32
-54,54,94,16,-75,99,30,-34,-85,-110,-65,-33
-52,55,93,15,-74,100,26,-39,-91,-114,-67,-34
-51,57,93,13,-74,101,22,-45,-98,-119,-69,-35
-51,59,94,11,-73,102,19,-51,-104,-123,-70,-35
-51,57,92,13,-73,100,16,-56,-110,-127,-72,-35
-51,55,92,14,-73,99,12,-60,-115,-130,-73,-35
-52,54,92,15,-74,98,8,-65,-121,-133,-74,-35
-52,54,92,15,-74,98,5,-69,-125,-136,-75,-35
-53,49,90,17,-73,94,2,-72,-128,-136,-75,-34
-51,48,88,17,-71,92,-0,-75,-130,-137,-74,-33
-51,44,85,18,-69,88,-3,-78,-133,-138,-73,-32
-50,43,83,18,-68,85,-5,-81,-136,-138,-72,-31
-47,41,78,17,-64,80,-9,-83,-137,-138,-71,-31
-44,39,74,16,-60,77,-12,-86,-138,-137,-70,-31
-41,37,69,15,-56,72,-15,-88,-138,-137,-69,-31
-38,37,66,12,-53,69,-18,-90,-140,-136,-69,-30
-37,32,61,13,-50,63,-19,-88,-136,-133,-66,-29
-36,28,58,15,-47,58,-19,-86,-132,-128,-63,-27
-35,24,54,16,-45,53,-20,-85,-129,-123,-60,-25
-34,20,50,17,-43,48,-20,-82,-125,-119,-57,-23
-30,18,45,15,-38,44,-21,-81,-120,-114,-55,-23
-28,17,42,13,-35,40,-22,-79,-116,-110,-52,-22
-26,15,38,13,-32,37,-23,-76,-112,-105,-51,-22
-23,15,34,11,-29,34,-23,-73,-106,-99,-48,-21
-22,11,31,11,-27,29,-22,-69,-98,-93,-45,-20
-20,9,27,11,-23,25,-20,-65,-91,-86,-42,-19
-18,6,24,11,-21,21,-19,-61,-84,-80,-39,-18
-16,4,20,11,-18,17,-17,-56,-77,-73,-35,-16
-16,0,17,12,-17,13,-17,-52,-70,-68,-33,-16
-15,-2,15,13,-15,10,-15,-48,-64,-62,-30,-15
-15,-5,13,13,-14,7,-12,-44,-58,-56,-28,-14
-14,-7,10,14,-12,4,-11,-39,-51,-50,-24,-13
-12,-9,7,13,-10,1,-11,-37,-47,-46,-23,-13
-9,-9,4,11,-7,-1,-10,-33,-41,-41,-21,-12
-6,-9,0,9,-3,-4,-9,-31,-36,-37,-19,-12
-4,-9,-2,7,-1,-6,-8,-27,-31,-33,-17,-11
-5,-13,-3,10,-1,-10,-7,-25,-27,-29,-16,-11
-8,-17,-3,13,-2,-11,-6,-22,-22,-25,-14,-10
-8,-21,-4,16,-2,-14,-5,-19,-17,-21,-13,-10
-9,-22,-4,17,-3,-15,-3,-15,-13,-18,-11,-9
-7,-22,-7,15,-0,-16,-3,-14,-10,-16,-10,-9
-4,-20,-8,13,2,-16,-2,-12,-8,-13,-8,-8
-4,-20,-9,12,3,-17,-2,-11,-5,-10,-8,-7
-1,-18,-11,10,5,-18,-2,-9,-2,-8,-5,-6
-3,-21,-10,12,3,-19,-1,-7,0,-7,-5,-6
-2,-20,-11,11,4,-19,-0,-6,3,-5,-4,-6
-4,-22,-11,13,3,-19,1,-4,5,-3,-3,-6
-4,-22,-10,13,3,-19,2,-3,8,-1,-2,-5
-5,-22,-9,14,2,-19,2,-2,9,-0,-2,-4
-5,-20,-8,13,1,-16,2,-1,11,1,-1,-5
-6,-20,-7,13,0,-16,2,0,12,3,-1,-4
-7,-18,-4,14,-1,-13,3,2,13,4,-1,-4
-7,-20,-5,15,-1,-14,3,2,13,4,-1,-6
-6,-20,-7,13,0,-16,3,2,13,4,-1,-6
-6,-22,-8,15,0,-17,3,2,13,4,-1,-7
-5,-22,-9,14,2,-19,3,2,14,4,-1,-7
-6,-24,-9,15,1,-19,3,2,14,4,-1,-7
-8,-26,-8,18,-0,-19,4,3,15,5,-1,-7
-9,-27,-8,19,-1,-20,5,4,16,6,-1,-7
-10,-27,-7,20,-2,-19,6,5,17,7,-1,-7
-8,-27,-9,18,0,-21,6,4,16,7,-1,-7
-7,-27,-10,18,1,-22,6,4,16,7,-1,-7
-6,-27,-12,17,3,-23,6,3,16,7,-1,-7
-5,-27,-13,16,4,-24,6,3,16,7,-1,-7
-6,-27,-12,17,3,-23,6,3,16,7,-1,-8
-6,-26,-10,17,2,-21,6,3,16,7,-1,-8
-7,-26,-9,17,1,-20,6,3,16,7,-1,-8
-7,-24,-8,16,0,-18,7,4,17,7,-1,-8
-8,-26,-8,18,-0,-19,7,4,17,7,-1,-8
-9,-26,-7,18,-1,-19,7,4,18,8,-1,-8
-11,-26,-5,20,-3,-17,7,4,18,8,-1,-8
-12,-26,-4,20,-4,-16,8,5,19,9,0,-7
-11,-26,-5,20,-3,-17,8,3,17,8,-1,-8
-11,-26,-5,20,-3,-17,8,2,16,7,-1,-8
-9,-26,-7,18,-1,-19,8,2,15,6,-1,-9
-9,-26,-7,18,-1,-19,8,1,14,5,-1,-9
-10,-27,-7,20,-2,-19,9,1,14,5,-1,-9
-12,-27,-5,21,-3,-18,10,2,15,5,-1,-8
-13,-30,-5,23,-4,-19,11,2,15,5,-1,-8
-14,-30,-4,24,-5,-19,12,3,16,5,-1,-7
-12,-27,-5,21,-3,-18,11,2,15,4,-1,-8
-9,-26,-7,18,-1,-19,11,2,14,4,-1,-8
-7,-24,-8,16,0,-18,11,1,13,3,-1,-8
-6,-22,-8,15,0,-17,11,1,13,3,-1,-8
-7,-24,-8,16,0,-18,11,1,13,3,-1,-8
-7,-24,-8,16,0,-18,12,2,14,3,-1,-7
-7,-24,-8,16,0,-18,13,2,14,3,-1,-7
-8,-24,-7,17,-1,-17,14,2,15,4,-1,-6
-8,-24,-7,17,-1,-17,14,2,15,4,-1,-6
-8,-24,-7,17,-1,-17,15,3,16,5,-1,-6
-8,-24,-7,17,-1,-17,15,3,16,5,-1,-6
-8,-24,-7,17,-1,-17,15,4,17,6,0,-4
-7,-24,-8,16,0,-18,15,3,16,5,-1,-4
-5,-22,-9,14,2,-19,15,3,16,5,-1,-4
-4,-22,-10,13,3,-19,14,2,15,4,-1,-4
-3,-20,-10,11,4,-18,14,2,15,4,-1,-4
-3,-22,-12,12,4,-20,14,3,16,4,-1,-4
-4,-24,-12,13,4,-21,15,4,17,5,0,-4
-4,-26,-13,15,4,-23,15,5,18,5,0,-4
-4,-26,-13,15,4,-23,15,5,19,6,1,-4
-3,-26,-14,14,6,-24,15,5,18,6,1,-6
-0,-24,-15,11,7,-24,15,5,18,6,1,-6
1,-24,-16,10,9,-25,15,4,18,6,1,-6
2,-22,-16,9,9,-24,15,4,18,6,1,-6
2,-24,-17,10,10,-25,15,4,18,6,1,-6
2,-24,-17,10,10,-25,15,5,19,7,1,-6
0,-26,-17,11,9,-27,15,5,20,7,1,-6
0,-26,-17,11,9,-27,17,6,21,8,2,-6
-0,-26,-16,12,8,-26,17,6,21,8,1,-7
-0,-24,-15,11,7,-24,17,7,22,9,1,-7
-0,-22,-14,11,7,-22,17,8,23,10,1,-7
-1,-20,-12,10,5,-19,17,9,23,11,1,-7
-0,-20,-13,10,6,-20,17,8,23,10,0,-8
-0,-20,-13,10,6,-20,15,7,22,9,-1,-9
1,-20,-14,9,8,-21,15,6,21,8,-1,-10
2,-18,-14,8,8,-20,14,5,21,8,-1,-10
1,-20,-14,9,8,-21,14,5,21,8,-1,-10
-0,-20,-13,10,6,-20,15,6,22,9,-1,-10
-0,-20,-13,10,6,-20,15,7,23,10,-1,-10
-1,-20,-12,10,5,-19,15,8,23,11,-1,-10
1,-20,-14,9,8,-21,15,7,23,11,-1,-10
2,-20,-15,8,9,-22,15,7,23,11,-1,-10
3,-20,-16,7,10,-22,15,6,22,11,-1,-10
4,-20,-17,6,11,-23,15,6,22,11,0,-9
4,-20,-17,6,11,-23,15,6,22,11,0,-9
4,-20,-17,6,11,-23,15,7,22,12,1,-8
4,-20,-17,6,11,-23,15,8,22,13,1,-8
3,-20,-16,7,10,-22,17,9,23,14,2,-7
2,-22,-16,9,9,-24,17,9,23,14,2,-7
1,-24,-16,10,9,-25,17,10,23,14,2,-7
-0,-26,-16,12,8,-26,17,10,23,14,2,-7
-1,-27,-16,13,8,-27,17,11,24,15,3,-6
-0,-27,-17,13,9,-28,17,10,23,14,2,-7
-0,-27,-17,13,9,-28,15,10,23,14,1,-8
-0,-27,-17,13,9,-28,15,9,22,13,0,-9
0,-26,-17,11,9,-27,15,8,21,13,0,-9
-0,-27,-17,13,9,-28,15,8,21,13,0,-9
-1,-27,-16,13,8,-27,15,9,22,13,0,-9
-3,-30,-16,15,7,-28,15,10,22,13,0,-9
-4,-30,-15,17,5,-27,15,10,23,14,1,-8
-3,-30,-16,15,7,-28,14,10,22,13,0,-8
-1,-27,-16,13,8,-27,14,9,22,13,0,-8
-0,-27,-17,13,9,-28,14,8,21,13,0,-8
0,-26,-17,11,9,-27,14,8,21,13,0,-8
1,-27,-19,12,10,-28,14,8,21,13,0,-7
-0,-30,-19,14,9,-30,15,9,22,14,1,-6
-0,-31,-20,15,10,-31,15,10,22,14,1,-4
-0,-31,-20,15,10,-31,15,10,23,15,2,-4
-2,-33,-20,17,9,-32,15,10,23,15,2,-4
-2,-33,-20,17,9,-32,17,11,23,15,2,-4
-3,-35,-20,18,9,-33,17,12,23,15,2,-4
-3,-35,-20,18,9,-33,17,13,24,16,3,-4
-3,-37,-21,18,9,-35,17,12,23,15,2,-6
-2,-37,-22,18,10,-36,17,11,23,14,1,-7
-0,-37,-24,17,11,-37,15,10,22,13,0,-8
-0,-37,-24,17,11,-37,15,10,22,13,-1,-9
-2,-37,-22,18,10,-36,15,10,22,12,-1,-10
-3,-37,-21,18,9,-35,17,10,22,12,-1,-10
-4,-37,-20,20,8,-34,17,10,22,12,-1,-11
-4,-35,-19,18,8,-32,17,11,23,12,-1,-11
-3,-33,-19,17,8,-31,17,10,22,11,-1,-12
-0,-30,-19,14,9,-30,17,10,21,11,-1,-12
1,-27,-19,12,10,-28,15,9,20,10,-2,-12
2,-24,-17,10,10,-25,15,8,20,10,-2,-12
2,-26,-19,11,11,-28,15,8,20,10,-2,-12
1,-27,-19,12,10,-28,15,9,20,10,-2,-11
-0,-30,-19,14,9,-30,15,9,20,10,-2,-10
-1,-31,-19,15,9,-31,17,10,20,11,-1,-9
-3,-33,-19,17,8,-31,17,10,20,11,-1,-10
-3,-33,-19,17,8,-31,17,10,21,11,-1,-10
-3,-33,-19,17,8,-31,17,10,21,11,-1,-10
-4,-33,-17,18,7,-31,18,10,22,12,-1,-10
-3,-35,-20,18,9,-33,18,10,22,12,-1,-10
-3,-37,-21,18,9,-35,18,10,22,12,-1,-10
-1,-38,-24,18,11,-38,18,10,22,12,-1,-10
-0,-38,-25,18,12,-39,19,10,22,12,-1,-10
-1,-38,-24,18,11,-38,19,10,22,12,-1,-10
-2,-37,-22,18,10,-36,19,10,22,12,-1,-10
-1,-35,-21,17,10,-34,19,10,22,12,-1,-10
-2,-33,-20,17,9,-32,19,11,23,12,-1,-10
-1,-35,-21,17,10,-34,18,10,22,11,-1,-10
-0,-35,-22,16,11,-35,18,10,22,11,-1,-9
-0,-37,-24,17,11,-37,17,9,21,11,-1,-9
0,-37,-25,17,12,-38,17,9,21,11,-1,-8
