I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
10,38,19,-29,-4,32,67,78,90,106,86,29
11,40,20,-31,-4,34,69,81,93,110,89,30
12,43,22,-33,-4,36,72,84,96,113,92,32
12,46,23,-35,-4,38,75,86,99,117,95,34
13,48,24,-37,-5,40,78,89,102,121,98,35
12,50,26,-38,-6,43,80,92,105,125,101,36
13,53,28,-40,-7,45,84,95,109,128,104,37
12,55,31,-41,-9,48,87,98,112,132,107,38
12,59,34,-42,-11,52,91,101,115,136,110,39
12,62,37,-44,-12,56,94,104,118,139,112,40
11,66,41,-45,-15,59,98,107,121,143,115,42
10,68,43,-46,-16,62,101,110,124,146,117,42
8,70,47,-46,-19,66,104,112,126,149,119,42
7,72,50,-46,-22,69,107,115,129,152,120,42
5,74,54,-46,-25,72,109,117,131,155,122,42
5,77,56,-47,-27,75,112,119,133,156,123,42
4,80,60,-48,-29,79,115,121,135,158,125,42
3,83,63,-49,-31,83,118,123,137,160,125,42
2,86,67,-50,-34,87,120,125,138,163,127,42
0,88,70,-50,-36,89,122,126,139,163,127,42
-1,90,72,-50,-38,92,123,127,139,164,127,42
-1,92,75,-51,-40,94,125,127,139,164,127,41
-3,94,78,-51,-43,98,127,128,140,165,127,41
-5,95,81,-50,-45,100,128,128,139,164,126,41
-5,98,84,-51,-47,103,130,128,138,164,126,41
-6,100,86,-51,-49,106,131,127,138,163,125,41
-7,102,89,-52,-51,108,132,127,137,163,125,42
-8,102,90,-52,-52,109,132,125,135,160,123,41
-9,102,91,-51,-53,110,131,123,133,158,121,41
-10,102,93,-50,-54,111,130,122,130,155,120,40
-12,102,94,-48,-57,112,130,120,128,153,118,40
-13,100,93,-46,-56,110,128,117,124,148,115,39
-14,97,93,-44,-57,108,126,114,121,145,112,39
-14,96,91,-43,-56,107,124,111,117,141,109,37
-15,94,92,-41,-57,107,122,108,114,137,106,37
-16,91,90,-39,-56,103,118,104,109,131,102,35
-18,88,89,-36,-57,101,114,99,104,126,98,34
-19,84,87,-33,-57,98,110,95,99,121,94,33
-19,82,87,-32,-57,97,107,91,95,116,91,32
-19,78,83,-29,-54,92,101,86,90,110,86,30
-18,74,79,-28,-52,88,97,82,85,105,82,30
-18,71,76,-26,-50,85,93,77,80,99,77,29
-18,68,73,-25,-48,81,89,73,75,94,73,28
-17,65,70,-24,-46,77,85,68,70,88,69,27
-17,61,67,-21,-45,74,80,64,66,83,66,25
-16,58,64,-20,-43,70,76,60,61,78,62,24
-15,55,61,-19,-40,67,72,55,57,73,58,23
-14,49,54,-17,-36,59,68,51,53,68,54,22
-12,43,47,-15,-31,52,64,47,49,63,50,20
-10,37,41,-13,-27,45,59,44,44,58,46,19
-9,31,34,-11,-23,38,55,40,40,53,42,18
-8,27,30,-9,-20,33,51,37,37,49,39,17
-7,23,26,-8,-17,29,47,34,34,45,36,15
-6,20,23,-7,-15,25,44,31,30,41,33,14
-6,17,19,-5,-13,21,40,28,27,38,30,13
-5,13,16,-4,-11,17,37,25,25,34,27,12
-5,10,13,-2,-9,13,34,23,22,32,25,12
-4,7,10,-1,-7,10,31,20,20,28,23,10
-3,4,7,1,-5,7,28,18,17,25,21,10
-2,4,6,-1,-4,6,26,17,16,23,19,9
-2,4,5,-1,-3,6,24,16,15,21,18,9
-0,5,4,-2,-2,5,22,14,13,20,16,9
-1,4,4,-2,-2,5,21,13,12,18,15,9
0,4,2,-2,-1,4,19,12,11,17,14,9
0,2,1,-1,0,2,17,11,10,15,13,8
0,1,1,-1,0,1,16,10,9,14,11,7
0,0,-0,0,1,0,14,9,8,13,10,7
3,0,-3,-2,3,-1,13,8,7,11,9,6
4,0,-5,-3,5,-3,12,7,7,10,8,5
6,0,-6,-4,7,-4,12,7,6,9,8,5
8,0,-8,-6,9,-5,11,7,5,8,7,5
7,-1,-8,-5,9,-5,10,6,5,8,6,4
7,-1,-8,-5,9,-5,10,6,5,7,5,4
7,-1,-8,-5,9,-5,10,6,5,7,5,3
7,-1,-8,-5,9,-5,10,5,5,6,4,3
7,-2,-9,-4,9,-6,10,5,4,6,4,3
7,-2,-9,-4,9,-6,11,5,4,5,3,3
8,-2,-10,-5,10,-7,11,5,4,5,3,2
8,-2,-10,-5,10,-7,12,5,4,4,3,2
7,-3,-10,-3,9,-8,12,5,4,4,3,2
5,-4,-9,-2,8,-7,12,5,4,4,2,2
4,-5,-8,1,7,-8,12,5,4,3,2,2
2,-6,-7,2,5,-7,12,5,4,3,2,2
4,-6,-9,1,7,-9,12,5,3,3,1,1
5,-6,-10,1,8,-9,12,4,3,2,1,0
5,-6,-11,0,9,-9,11,4,3,2,0,-0
6,-6,-12,-1,10,-10,11,4,2,1,0,-0
6,-6,-12,-1,10,-10,11,4,2,1,0,-0
6,-5,-11,-1,9,-9,11,4,2,1,0,-0
6,-4,-10,-2,9,-8,11,4,2,1,0,-0
6,-3,-9,-3,8,-7,11,5,3,1,0,0
5,-4,-9,-2,8,-7,10,5,3,1,0,0
5,-4,-8,-1,7,-7,10,5,3,1,0,0
5,-4,-8,-1,7,-7,10,5,3,1,0,0
4,-4,-7,0,6,-6,10,5,3,2,1,0
3,-5,-7,1,6,-7,10,5,3,1,0,0
2,-6,-7,2,5,-7,10,5,3,1,0,0
1,-8,-7,4,4,-8,9,5,3,1,0,0
0,-8,-6,4,4,-8,9,5,3,1,0,0
-0,-8,-6,5,3,-8,9,5,3,1,0,0
-0,-8,-6,5,3,-8,9,5,3,1,0,0
-1,-10,-6,7,3,-9,9,5,3,1,0,0
-1,-10,-6,7,3,-9,9,6,3,2,1,1
0,-10,-8,6,5,-10,8,5,3,1,0,0
1,-10,-9,5,6,-10,7,5,3,1,0,0
2,-10,-10,4,7,-11,7,5,3,1,0,-0
4,-8,-11,2,8,-11,7,5,3,1,0,-0
4,-10,-12,3,9,-12,7,5,3,0,0,-0
4,-11,-12,4,9,-13,7,5,3,0,0,-0
4,-12,-13,4,9,-14,8,6,3,0,0,-0
3,-13,-13,5,9,-15,9,6,4,0,0,0
3,-14,-14,6,9,-16,9,6,4,0,-1,-0
3,-15,-15,7,10,-17,9,6,4,0,-1,-1
3,-16,-16,8,10,-18,9,6,4,0,-1,-2
4,-16,-17,7,11,-19,10,6,4,0,-1,-2
4,-17,-18,7,12,-20,10,6,4,0,-1,-2
4,-17,-18,7,12,-20,11,7,4,0,-1,-2
4,-19,-19,8,12,-21,12,7,5,0,-1,-2
4,-19,-19,8,12,-21,12,7,5,0,-1,-2
4,-19,-19,8,12,-21,12,7,5,0,-1,-2
4,-17,-18,7,12,-20,12,8,5,1,0,-1
3,-17,-17,8,11,-19,12,8,6,1,0,-1
3,-16,-16,8,10,-18,12,8,6,1,0,-0
3,-16,-16,8,10,-18,12,8,6,1,0,-0
2,-16,-15,8,9,-18,12,8,6,1,0,-0
1,-16,-14,9,8,-17,12,8,6,1,0,-0
0,-16,-13,9,7,-17,12,9,7,2,1,0
0,-15,-12,9,7,-15,13,9,7,2,1,0
-1,-14,-11,9,6,-14,14,9,7,3,2,1
-0,-13,-10,8,5,-13,14,9,8,3,2,1
-0,-11,-8,7,4,-10,15,10,8,4,3,2
0,-11,-9,6,5,-11,14,9,8,4,3,2
1,-10,-9,5,6,-10,14,9,8,4,3,2
2,-8,-9,4,6,-9,13,9,8,4,3,2
3,-8,-9,3,6,-9,13,8,8,4,3,2
3,-8,-9,3,6,-9,13,8,8,4,3,2
3,-6,-8,2,6,-8,13,8,8,4,3,2
3,-5,-7,1,6,-7,13,8,8,4,3,2
3,-4,-6,1,5,-6,13,8,8,4,3,2
3,-5,-7,1,6,-7,12,8,8,4,3,2
4,-5,-8,1,7,-8,12,8,8,4,3,2
4,-6,-9,1,7,-9,12,7,8,4,3,2
4,-6,-9,1,7,-9,12,7,8,4,3,2
4,-6,-9,1,7,-9,12,7,8,4,3,2
3,-6,-8,2,6,-8,12,7,8,4,3,3
2,-6,-7,2,5,-7,12,7,8,4,4,3
2,-5,-6,2,5,-6,12,7,8,5,4,3
2,-8,-8,3,6,-9,12,7,8,4,4,3
2,-8,-9,4,6,-9,11,7,7,4,4,3
1,-11,-10,5,6,-11,10,7,7,4,4,3
1,-12,-11,6,6,-13,10,6,7,4,4,3
0,-12,-10,7,6,-12,9,6,7,4,3,3
-1,-12,-9,8,4,-12,8,6,6,4,3,3
-1,-12,-8,8,4,-11,7,5,6,3,3,3
-3,-12,-6,9,2,-10,7,5,6,3,3,3
-2,-12,-7,9,3,-10,6,5,5,3,3,2
-1,-11,-7,7,3,-10,5,4,5,2,3,2
-0,-11,-8,7,4,-10,4,4,5,2,2,2
0,-10,-8,6,5,-10,4,4,5,1,2,2
2,-8,-8,3,6,-9,4,3,4,1,2,2
4,-5,-8,1,7,-8,4,3,4,1,2,2
5,-3,-8,-2,7,-6,3,3,4,1,2,2
7,-1,-8,-5,9,-5,3,2,3,1,2,2
7,-1,-8,-5,9,-5,3,2,3,1,2,2
7,0,-7,-5,8,-4,3,2,3,1,2,2
7,0,-7,-5,8,-4,3,2,2,1,2,2
7,1,-6,-6,8,-3,3,2,2,1,2,2
6,0,-6,-4,7,-4,3,2,2,1,2,2
4,-1,-5,-3,6,-4,3,2,2,1,2,2
3,-2,-5,-1,4,-4,3,2,2,1,2,2
2,-2,-4,0,3,-3,4,2,2,1,2,2
0,-4,-4,2,2,-4,4,2,2,0,1,2
-1,-6,-4,5,1,-5,4,2,2,0,1,2
-3,-8,-4,7,0,-6,4,2,2,0,1,2
-5,-10,-3,9,-1,-7,4,2,2,0,1,2
-4,-11,-5,9,1,-8,4,2,2,0,1,0
-3,-11,-5,9,1,-9,4,2,2,-0,0,-0
-2,-11,-6,8,3,-9,4,2,1,-1,0,-1
-1,-11,-7,7,3,-10,4,2,1,-1,-1,-2
-0,-11,-8,7,4,-10,4,2,1,-2,-1,-2
0,-10,-8,6,5,-10,4,2,1,-2,-1,-2
1,-10,-9,5,6,-10,4,2,1,-2,-2,-3
2,-8,-9,4,6,-9,4,2,1,-2,-2,-3
2,-10,-10,4,7,-11,3,2,0,-2,-2,-4
3,-10,-11,4,7,-11,3,2,0,-2,-2,-4
3,-11,-12,4,8,-13,3,2,0,-3,-3,-4
4,-11,-12,4,9,-13,3,2,0,-3,-3,-4
4,-13,-14,5,10,-15,3,2,0,-3,-3,-4
3,-15,-15,7,10,-17,4,2,1,-3,-3,-4
2,-17,-16,9,10,-18,4,3,1,-3,-3,-4
2,-19,-17,9,10,-20,4,3,1,-3,-2,-4
2,-19,-18,10,11,-21,4,3,1,-3,-2,-4
2,-19,-18,10,11,-21,4,3,1,-3,-2,-4
3,-19,-19,9,12,-22,4,3,1,-3,-2,-4
3,-19,-19,9,12,-22,4,3,1,-2,-1,-3
3,-21,-19,10,12,-22,4,3,1,-3,-1,-3
3,-22,-20,10,13,-24,4,3,1,-3,-1,-3
3,-23,-21,11,13,-25,4,3,1,-3,-1,-3
4,-23,-22,11,14,-26,4,3,1,-3,-1,-3
4,-22,-21,10,13,-24,4,3,1,-3,-1,-3
4,-21,-20,9,13,-23,5,3,2,-2,-1,-2
4,-19,-19,9,13,-22,6,3,2,-2,-1,-2
4,-19,-19,8,12,-21,7,4,2,-2,0,-2
2,-21,-19,11,11,-22,7,3,2,-2,-1,-2
1,-22,-19,12,11,-22,7,3,2,-2,-1,-2
0,-23,-19,13,10,-23,7,3,1,-3,-1,-3
-0,-24,-19,14,10,-24,7,3,1,-3,-1,-3
-1,-23,-17,14,9,-22,7,2,1,-3,-1,-3
-3,-22,-14,15,6,-20,7,2,1,-3,-1,-3
-4,-21,-12,15,4,-18,7,2,1,-3,-1,-3
-5,-19,-10,14,3,-16,8,2,1,-2,-1,-3
-4,-19,-11,14,4,-16,7,2,1,-2,-1,-3
-2,-17,-12,12,5,-16,7,2,1,-2,-1,-3
-1,-16,-12,10,6,-16,7,2,1,-2,-1,-3
0,-15,-12,9,7,-15,7,2,1,-2,0,-2
1,-14,-12,8,7,-15,6,2,1,-2,0,-2
2,-13,-12,6,8,-14,6,2,1,-2,0,-2
3,-12,-12,5,8,-13,6,2,1,-2,0,-2
3,-11,-12,4,8,-13,6,2,2,-1,1,-1
5,-11,-13,3,10,-13,4,2,2,-1,1,-1
6,-10,-14,1,11,-13,4,2,2,-1,1,-0
8,-8,-16,-2,13,-14,3,2,2,-1,1,-0
10,-8,-17,-3,15,-14,3,3,2,-0,1,0
9,-8,-16,-3,14,-13,2,3,2,-0,1,0
8,-6,-14,-3,13,-12,1,3,2,-0,1,0
8,-5,-12,-3,11,-10,1,3,2,-0,1,0
7,-4,-11,-3,10,-9,1,3,2,-0,2,1
7,-4,-11,-3,10,-9,-0,3,2,-0,2,1
8,-3,-11,-4,10,-8,-0,3,2,-0,2,1
8,-2,-11,-5,11,-7,-1,3,2,-0,2,1
8,-1,-10,-6,10,-6,-1,3,2,-0,3,1
9,-1,-11,-6,11,-7,-2,2,2,-1,2,0
10,0,-11,-7,12,-6,-3,2,2,-2,2,0
11,0,-12,-8,13,-7,-4,1,1,-2,1,-0
12,1,-12,-10,13,-6,-4,1,1,-2,1,-0
5,-1,-6,-3,7,-4,-1,2,2,-1,2,1
-1,-3,-1,3,0,-2,3,3,3,0,3,2
-8,-5,4,9,-6,0,6,5,5,1,5,3
-14,-6,10,15,-13,4,10,6,6,3,7,5
14,6,-11,-14,14,-4,6,3,3,1,4,2
10,-2,-12,-7,13,-9,3,2,2,-0,2,0
6,-16,-19,5,14,-20,4,0,0,-2,1,-4
17,4,-15,-15,18,-8,5,3,2,0,3,2
26,10,-20,-26,27,-8,-2,-1,-0,-4,-2,-5
-4,-8,-2,8,-1,-5,10,4,4,2,7,5
-3,-3,1,4,-2,-1,7,3,3,1,5,4
-10,-22,-6,20,-2,-15,3,2,1,-1,3,-0
-10,-24,-8,22,-1,-17,1,0,0,-2,1,-1
-15,-34,-11,31,-3,-24,3,3,2,0,4,2
3,-8,-10,3,7,-10,4,2,2,0,4,3
1,-13,-12,7,7,-13,9,6,5,4,8,7
0,-10,-8,6,5,-10,16,9,8,5,8,4
6,13,4,-12,1,10,22,15,14,14,12,7
39,33,-15,-48,31,8,21,20,18,13,9,-2
4,10,4,-8,0,8,39,37,34,28,21,9
20,8,-15,-20,20,-5,49,54,51,38,31,15
48,23,-33,-50,45,-9,50,69,66,51,50,33
64,31,-44,-66,60,-12,52,81,80,64,68,51
79,-3,-88,-59,92,-58,52,96,100,83,95,78
142,18,-139,-119,155,-79,39,108,115,94,115,98
170,24,-164,-144,185,-92,26,115,128,107,144,136
218,40,-204,-190,234,-109,6,110,131,117,171,176
241,50,-221,-214,256,-115,-26,88,116,117,194,217
289,113,-222,-285,283,-84,-65,57,91,113,213,258
309,168,-200,-333,283,-41,-92,37,77,123,238,305
343,218,-197,-387,302,-14,-116,18,61,123,239,318
329,232,-171,-384,279,9,-134,-9,32,106,216,302
293,256,-113,-370,228,58,-133,-33,0,77,173,266
222,264,-30,-320,144,115,-120,-52,-28,54,133,232
191,255,-4,-291,112,127,-108,-66,-55,20,83,181
131,206,23,-217,64,119,-71,-67,-70,-17,19,102
29,140,80,-101,-25,122,-20,-65,-87,-56,-58,11
-26,120,123,-48,-80,139,9,-70,-109,-87,-111,-44
-49,134,160,-38,-112,170,19,-79,-121,-97,-126,-63
-88,109,181,6,-146,171,29,-82,-119,-96,-121,-63
-115,81,189,42,-165,161,21,-94,-125,-102,-122,-75
-132,66,196,64,-179,158,23,-94,-121,-95,-112,-75
-135,37,175,83,-170,130,21,-93,-117,-94,-110,-84
-157,21,186,109,-188,129,9,-95,-114,-90,-101,-78
-130,7,146,96,-152,97,3,-90,-107,-92,-98,-82
-118,-16,114,100,-128,65,2,-79,-95,-92,-90,-77
-110,-33,93,104,-112,43,-0,-68,-81,-81,-76,-65
-95,-67,49,112,-80,-3,-10,-58,-69,-74,-68,-60
-66,-75,11,93,-43,-31,-11,-46,-58,-70,-65,-60
-66,-86,2,99,-39,-42,-4,-33,-44,-57,-53,-49
-47,-63,1,72,-27,-31,-6,-24,-34,-46,-44,-41
-28,-45,-5,48,-13,-26,-12,-17,-26,-37,-36,-35
-24,-32,1,37,-14,-16,-6,-11,-19,-30,-29,-28
-36,-39,8,49,-24,-14,-6,-8,-14,-23,-21,-20
-5,-16,-8,13,2,-13,-13,-11,-16,-25,-23,-23
-13,-19,-1,21,-6,-10,-9,-10,-13,-22,-19,-19
-21,-21,6,28,-15,-7,-4,-8,-10,-20,-16,-17
-10,-24,-8,22,-1,-17,-6,-8,-9,-15,-13,-12
7,-23,-26,8,18,-28,-8,-7,-9,-18,-16,-15
-22,-28,1,33,-12,-14,-6,-4,-6,-14,-12,-10
-15,-12,7,19,-12,-2,-9,-4,-7,-15,-14,-14
-9,-10,2,13,-6,-3,-8,-3,-7,-14,-14,-14
-26,-34,1,39,-15,-17,-5,-3,-7,-13,-15,-15
-21,-17,8,26,-16,-3,-1,-1,-3,-9,-10,-10
-7,-4,4,8,-6,1,-9,-5,-9,-16,-15,-17
