I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-24,-21,-9,23,-19,-17,-0,-21,-22,-14,-23,2
-25,-18,-1,22,-26,-12,-2,-21,-19,-13,-19,5
-24,-21,-9,23,-19,-17,-0,-18,-20,-14,-20,8
-17,-12,-1,15,-17,-8,-2,-19,-20,-13,-18,11
-14,-11,-3,13,-13,-8,-0,-19,-20,-13,-21,10
-20,-14,1,18,-23,-9,2,-14,-19,-11,-20,11
-11,-12,-9,13,-5,-11,0,-18,-21,-14,-22,10
-25,-10,16,17,-38,-2,0,-18,-20,-13,-21,9
-28,-16,8,22,-35,-8,-2,-20,-20,-13,-21,8
-28,-25,-13,27,-20,-21,-2,-22,-24,-15,-21,5
-17,-19,-18,19,-5,-19,-4,-22,-24,-16,-23,4
-25,-22,-9,25,-20,-18,-3,-18,-21,-15,-20,7
-17,-20,-18,20,-6,-19,-6,-20,-23,-16,-22,6
-17,-19,-15,19,-7,-18,-3,-17,-21,-13,-21,9
-21,-19,-8,21,-17,-15,-3,-18,-22,-13,-21,9
-21,-19,-9,21,-15,-15,-2,-14,-19,-12,-17,13
-13,-19,-23,18,4,-21,-2,-14,-22,-13,-20,9
-10,-17,-22,15,5,-18,-2,-13,-19,-12,-17,10
-15,-11,-1,14,-15,-8,2,-11,-15,-10,-15,11
-9,-9,-4,10,-7,-7,1,-12,-19,-11,-17,10
-4,-4,-3,5,-1,-4,6,-8,-15,-10,-15,10
-6,-4,1,5,-6,-2,9,-4,-13,-9,-11,15
-6,-6,-3,6,-5,-5,7,-8,-15,-11,-14,11
-2,-7,-13,6,8,-9,7,-7,-16,-11,-14,13
-6,-10,-13,9,4,-11,11,-5,-13,-9,-14,13
-6,-4,-1,6,-5,-3,9,-6,-15,-10,-14,14
0,-4,-8,3,6,-5,5,-10,-16,-11,-14,14
-10,-2,12,6,-19,3,7,-9,-13,-9,-14,16
-13,-7,5,10,-17,-3,10,-6,-10,-9,-12,18
-7,2,16,2,-18,6,7,-11,-14,-10,-14,17
-2,8,23,-4,-18,13,3,-12,-13,-9,-12,18
1,10,22,-6,-13,14,-6,-15,-13,-8,-11,20
6,9,13,-7,-2,11,-11,-11,-12,-7,-11,23
18,13,3,-15,18,10,-12,-11,-10,-5,-9,24
9,6,1,-7,11,5,-7,-3,-5,-4,-5,27
9,2,-9,-5,18,-1,-8,-4,-8,-6,-8,27
12,-4,-26,-2,32,-10,-8,-10,-13,-8,-12,21
14,-3,-28,-4,36,-10,-5,-8,-14,-8,-11,18
8,-7,-28,2,29,-13,-6,-5,-11,-7,-11,18
6,-9,-28,4,26,-15,-6,-7,-12,-9,-12,15
14,-10,-43,1,45,-20,-11,-7,-16,-9,-11,17
8,-6,-26,1,27,-12,-8,-5,-15,-9,-8,18
8,-11,-36,4,35,-19,-6,-8,-18,-9,-11,15
12,-11,-42,2,43,-20,-9,-11,-19,-11,-10,13
10,-6,-28,-0,31,-12,-3,-6,-15,-8,-7,17
5,-8,-25,3,24,-13,-6,-11,-18,-10,-9,14
-1,-12,-26,8,18,-17,-5,-10,-22,-11,-14,11
-15,-15,-9,16,-10,-13,-2,-7,-21,-13,-17,6
-25,-14,8,20,-32,-7,0,-8,-20,-13,-17,5
-23,-28,-28,27,-5,-28,1,-7,-21,-11,-17,4
-21,-27,-28,26,-4,-27,3,-7,-22,-13,-20,1
-28,-31,-25,31,-12,-29,4,-2,-20,-12,-17,2
-25,-30,-28,30,-7,-29,5,-6,-24,-15,-23,-2
-25,-29,-25,29,-10,-27,3,-9,-28,-17,-23,-4
-34,-33,-21,35,-21,-29,6,-6,-28,-16,-20,-2
-29,-29,-21,31,-15,-26,5,-9,-27,-15,-20,0
-26,-30,-26,30,-10,-28,2,-9,-29,-17,-22,-1
-26,-30,-26,30,-10,-28,1,-9,-29,-16,-20,1
-29,-33,-28,33,-12,-31,4,-5,-27,-16,-17,1
-20,-29,-34,26,2,-30,2,-6,-29,-16,-20,2
-25,-33,-36,32,-1,-34,3,-5,-27,-16,-20,-2
-35,-33,-19,35,-24,-28,2,-6,-26,-15,-20,-1
-29,-33,-28,33,-12,-31,2,-3,-29,-16,-21,-2
-26,-33,-32,32,-6,-32,2,-4,-29,-17,-20,-4
-37,-37,-25,38,-21,-33,0,-3,-29,-16,-20,-5
-30,-33,-28,34,-13,-32,7,-3,-28,-17,-20,-4
-23,-29,-29,28,-4,-29,4,-5,-29,-18,-19,-4
-27,-34,-34,32,-5,-34,7,-5,-29,-17,-19,-3
-39,-39,-28,41,-21,-35,10,1,-26,-16,-19,-5
-24,-33,-36,31,0,-34,9,1,-28,-17,-20,-2
-28,-29,-21,30,-15,-26,7,0,-28,-16,-20,-4
-39,-33,-15,37,-31,-27,8,3,-28,-16,-19,-4
-30,-35,-32,35,-10,-34,7,1,-30,-17,-19,-4
-28,-34,-34,33,-5,-34,5,1,-31,-17,-19,-2
-33,-31,-19,34,-21,-27,5,4,-29,-17,-18,-2
-35,-32,-18,35,-25,-27,5,4,-29,-17,-17,-2
-26,-34,-36,33,-2,-35,6,3,-32,-18,-20,-2
-30,-35,-32,35,-10,-34,11,7,-27,-16,-17,0
-33,-35,-28,36,-15,-33,12,9,-25,-15,-19,-2
-32,-36,-32,36,-12,-35,11,5,-29,-17,-21,-2
-32,-35,-29,36,-13,-33,8,6,-29,-17,-21,-4
-32,-36,-30,36,-13,-34,11,10,-26,-14,-17,1
-35,-36,-28,38,-18,-34,12,11,-27,-15,-16,1
-24,-34,-38,32,1,-35,10,11,-26,-16,-16,1
-36,-32,-16,35,-27,-27,11,15,-25,-14,-14,-1
-39,-25,3,32,-44,-16,12,13,-28,-17,-20,-2
-39,-29,-5,34,-38,-21,19,17,-30,-20,-25,-10
-50,-34,1,42,-54,-23,35,32,-23,-21,-25,-11
-66,-41,9,53,-77,-25,52,46,-22,-23,-28,-15
-72,-48,2,60,-79,-33,66,65,-22,-27,-37,-26
-70,-54,-13,63,-65,-41,78,80,-25,-33,-46,-33
-76,-50,3,63,-83,-34,85,90,-23,-33,-47,-34
-81,-46,22,63,-102,-25,80,84,-27,-34,-49,-37
-77,-32,47,52,-117,-7,86,84,-22,-31,-43,-33
-72,-26,51,47,-113,-2,86,94,-6,-20,-30,-22
-39,-15,26,26,-60,-2,79,114,22,-2,-7,1
12,14,14,-13,4,14,64,131,59,26,26,33
50,47,32,-50,32,43,37,126,83,57,69,72
101,89,47,-97,76,76,-12,99,95,89,117,121
171,140,55,-158,146,114,-66,74,129,133,173,178
247,194,61,-224,224,153,-134,61,172,186,237,240
287,249,122,-274,224,210,-204,21,203,227,288,289
335,306,178,-331,236,267,-285,-43,221,261,331,331
358,349,240,-367,218,316,-337,-94,224,287,363,361
361,362,265,-376,202,333,-372,-144,221,303,384,382
353,338,223,-358,224,303,-378,-164,236,319,392,389
352,299,136,-333,285,249,-365,-156,258,328,383,377
298,263,139,-288,224,225,-336,-142,277,329,362,350
256,233,133,-252,183,202,-305,-121,280,316,335,323
229,180,58,-208,207,143,-282,-107,243,277,286,282
169,107,-18,-137,196,69,-234,-94,169,208,211,215
96,48,-39,-70,132,22,-191,-96,80,129,131,143
36,1,-53,-15,77,-15,-151,-103,-10,51,56,76
-10,-42,-78,31,44,-53,-114,-106,-91,-17,-4,24
-37,-72,-103,61,33,-81,-77,-83,-121,-49,-32,-3
-41,-86,-128,71,46,-99,-54,-53,-116,-52,-39,-12
-33,-80,-130,64,57,-96,-42,-33,-101,-46,-36,-12
-33,-74,-116,60,46,-87,-30,-15,-90,-41,-31,-7
-34,-67,-99,56,35,-77,-19,0,-77,-35,-27,-5
-24,-59,-95,47,42,-70,-10,14,-65,-29,-25,-4
-21,-59,-101,46,49,-72,-5,24,-56,-26,-23,-1
-29,-57,-82,48,27,-65,9,36,-44,-23,-19,1
-29,-59,-86,49,30,-67,14,45,-35,-23,-20,-2
-35,-54,-67,48,11,-58,23,47,-30,-21,-19,-1
-41,-54,-59,51,-2,-55,27,53,-26,-22,-21,-4
-46,-49,-39,50,-21,-45,28,54,-26,-22,-20,-4
-36,-46,-46,44,-6,-45,26,55,-32,-24,-23,-8
-40,-43,-34,44,-19,-40,29,59,-29,-22,-17,-2
-39,-39,-28,41,-23,-36,26,59,-28,-22,-14,1
-28,-34,-34,33,-6,-34,21,59,-28,-22,-17,2
-24,-33,-38,31,1,-35,20,61,-27,-20,-15,5
-33,-34,-25,35,-17,-31,23,65,-21,-17,-11,5
-30,-34,-30,34,-11,-33,23,66,-19,-18,-14,5
-35,-36,-28,38,-18,-34,22,66,-18,-18,-15,3
-46,-38,-15,43,-38,-31,29,69,-16,-18,-14,4
-52,-41,-13,48,-46,-32,31,69,-19,-19,-15,3
-34,-36,-28,37,-17,-34,29,67,-19,-18,-15,4
-36,-36,-23,38,-23,-32,31,70,-21,-19,-13,3
-47,-41,-19,46,-37,-34,29,70,-23,-20,-16,3
-39,-39,-28,41,-23,-36,28,68,-22,-20,-13,4
-35,-34,-23,36,-20,-31,26,70,-22,-18,-14,6
-39,-37,-22,39,-26,-32,26,73,-17,-16,-11,7
-36,-35,-23,37,-21,-32,27,72,-18,-17,-11,7
-36,-34,-22,37,-23,-30,23,70,-17,-15,-10,8
-33,-36,-28,36,-15,-33,28,72,-14,-15,-8,11
-40,-36,-20,39,-29,-31,29,72,-15,-16,-11,8
-31,-34,-28,34,-13,-32,29,70,-16,-17,-10,8
-40,-37,-22,40,-27,-33,29,69,-18,-18,-12,9
-37,-34,-19,38,-26,-29,31,69,-18,-17,-13,4
-29,-31,-23,32,-14,-28,31,70,-16,-18,-10,8
-30,-35,-32,34,-10,-34,28,70,-17,-17,-11,8
-37,-36,-23,38,-24,-32,30,74,-12,-14,-8,11
-31,-34,-28,35,-13,-33,29,70,-15,-16,-11,7
-34,-34,-23,35,-19,-30,28,68,-15,-17,-11,8
-37,-36,-22,38,-25,-31,32,72,-13,-16,-9,10
-33,-32,-20,34,-21,-28,38,73,-9,-14,-8,12
-25,-29,-26,29,-8,-28,33,69,-17,-18,-12,7
-28,-28,-19,30,-17,-25,34,68,-15,-17,-10,8
-36,-32,-16,35,-27,-27,32,69,-15,-17,-8,10
-32,-30,-18,32,-21,-26,31,67,-17,-17,-10,9
-30,-31,-22,32,-17,-28,31,65,-16,-17,-10,8
-40,-33,-12,37,-35,-26,34,67,-12,-14,-5,12
-36,-33,-18,36,-26,-28,34,68,-12,-15,-8,10
-28,-29,-22,30,-14,-26,29,64,-11,-14,-5,14
-34,-32,-19,34,-23,-28,34,69,-10,-14,-5,13
-35,-31,-15,34,-26,-26,33,68,-12,-14,-5,14
-25,-30,-28,29,-6,-29,31,67,-15,-16,-10,11
-29,-30,-22,31,-15,-27,32,69,-14,-16,-8,11
-35,-31,-16,34,-26,-26,36,70,-13,-16,-8,13
-26,-27,-19,28,-14,-24,33,66,-16,-15,-10,11
-28,-34,-32,33,-7,-33,33,66,-14,-14,-7,11
-35,-34,-22,36,-21,-30,41,73,-8,-12,-2,17
-28,-33,-30,32,-8,-32,37,70,-10,-12,-1,16
-27,-35,-36,33,-4,-35,34,70,-10,-13,-5,16
-32,-34,-26,35,-15,-31,39,72,-7,-12,-1,20
-29,-30,-22,31,-15,-27,42,72,-7,-11,-2,18
-18,-31,-41,27,10,-34,37,70,-9,-13,-4,18
-21,-36,-47,31,11,-39,41,70,-6,-11,-1,17
-30,-33,-26,33,-14,-30,45,71,-5,-11,-1,17
-23,-27,-26,27,-6,-27,43,68,-8,-12,-2,17
-26,-30,-26,30,-10,-28,42,68,-9,-13,-4,16
-29,-27,-16,30,-20,-24,46,73,-3,-9,2,21
-24,-29,-28,29,-6,-28,45,70,-5,-10,0,20
-19,-24,-24,24,-4,-24,43,69,-4,-10,0,20
-31,-28,-15,31,-23,-24,44,73,-1,-8,2,23
-28,-32,-28,32,-11,-30,45,71,-1,-9,1,20
-20,-26,-28,25,-1,-26,45,70,-2,-10,-2,18
-23,-27,-26,27,-6,-27,46,72,0,-9,2,22
-25,-27,-22,28,-12,-25,46,72,3,-7,3,23
-24,-26,-22,26,-10,-25,45,69,-1,-8,2,20
-28,-30,-24,31,-12,-28,46,68,2,-8,2,21
-30,-29,-19,31,-18,-26,49,73,5,-5,6,23
-22,-26,-24,26,-6,-25,45,74,6,-5,8,24
-17,-24,-28,23,1,-25,43,70,3,-6,4,23
-26,-28,-22,29,-13,-26,48,74,7,-4,8,26
-25,-28,-23,28,-11,-26,47,75,11,-2,11,29
-15,-26,-34,23,8,-28,45,75,10,-3,6,26
-13,-21,-26,19,5,-22,49,80,15,0,12,33
-17,-26,-33,24,6,-28,51,82,14,1,14,31
-9,-21,-32,17,13,-24,46,79,15,2,14,31
-10,-21,-30,17,11,-23,45,79,13,-1,12,27
-18,-17,-9,19,-13,-14,51,85,20,3,16,32
-19,-22,-19,22,-6,-21,53,85,19,3,16,31
-2,-11,-22,8,14,-14,52,87,20,3,15,30
-10,-10,-7,11,-6,-9,55,89,22,5,17,35
-17,-15,-7,17,-13,-12,50,90,25,5,14,32
-2,-6,-11,5,6,-8,49,91,26,6,16,35
2,-9,-23,5,19,-13,48,92,29,8,18,35
4,-4,-13,1,14,-6,50,97,35,11,21,40
6,-4,-18,1,19,-8,48,94,34,10,17,35
7,-2,-13,-1,17,-5,46,97,38,13,22,38
-2,-2,-1,2,-1,-2,48,101,43,16,27,37
0,-4,-9,3,7,-6,47,101,43,16,24,27
7,-2,-13,-1,17,-5,48,104,47,18,29,29
-3,-6,-8,5,2,-6,48,109,53,20,35,29
1,2,3,-1,0,3,48,110,57,23,38,32
16,1,-22,-6,33,-6,46,110,60,23,38,34
15,3,-16,-8,29,-3,51,119,68,28,41,37
10,6,-1,-8,13,5,50,123,73,31,44,40
19,8,-9,-13,27,3,48,122,74,32,44,41
21,14,-1,-17,25,10,51,125,81,35,47,43
16,13,6,-14,14,11,49,127,85,39,51,50
24,18,5,-20,23,14,46,132,89,42,53,53
33,26,10,-29,29,22,43,132,91,43,56,53
35,26,6,-31,35,20,48,139,101,49,62,60
35,29,12,-32,31,24,48,141,106,51,67,66
44,31,3,-37,46,23,43,143,112,54,70,67
36,31,14,-34,30,26,45,148,116,57,74,69
45,37,14,-41,39,30,44,149,122,61,79,72
50,37,9,-44,48,29,42,152,126,65,82,77
46,38,16,-43,39,32,38,150,129,67,83,77
50,48,33,-50,31,43,39,155,137,73,89,85
53,49,31,-52,36,44,36,153,139,74,92,85
58,50,24,-55,46,42,32,154,145,77,95,89
58,56,39,-58,36,51,35,159,155,82,101,93
64,62,43,-65,40,57,34,164,160,84,104,98
87,74,34,-82,70,62,34,164,165,88,107,101
84,73,37,-80,65,62,36,166,169,90,111,105
80,70,37,-77,61,60,35,169,172,93,114,107
82,71,36,-78,63,60,34,166,173,95,116,108
79,71,39,-77,58,61,32,166,174,97,116,109
76,72,48,-76,49,65,35,170,180,101,122,116
80,74,44,-79,57,65,32,171,182,102,125,119
94,82,43,-90,71,70,34,173,186,104,127,121
95,86,49,-93,68,75,32,173,190,106,132,128
90,85,54,-90,61,75,34,174,192,108,132,128
87,82,54,-87,56,74,28,167,189,106,131,125
94,87,53,-93,65,77,27,169,192,108,134,127
98,84,41,-93,77,71,29,168,190,107,134,124
98,86,45,-94,74,74,25,163,188,108,134,126
92,84,49,-90,65,74,26,160,184,106,133,122
85,81,54,-86,55,73,26,159,182,105,133,123
84,77,47,-83,58,68,24,157,176,104,131,122
85,86,64,-89,48,80,25,154,172,102,128,122
82,85,68,-87,40,80,28,152,166,98,125,122
79,75,48,-79,52,67,32,153,165,97,125,121
81,75,45,-80,56,66,30,148,157,92,120,118
73,73,54,-75,42,67,31,143,150,88,116,111
70,68,48,-71,43,63,31,141,145,86,115,111
70,65,41,-70,48,58,29,134,135,80,107,102
69,65,43,-69,45,59,30,126,128,74,100,97
60,62,48,-63,32,58,33,127,121,71,99,96
62,60,41,-63,38,54,34,123,115,68,94,92
56,57,44,-58,30,53,32,118,104,59,87,84
45,47,37,-47,24,44,37,117,100,56,84,83
31,39,41,-37,6,40,38,113,93,53,81,79
35,36,28,-37,19,34,40,105,83,45,70,69
31,36,33,-35,12,35,43,102,77,42,68,71
28,34,34,-32,6,34,43,103,72,39,65,62
22,25,24,-25,7,25,39,93,61,33,56,55
15,21,24,-19,0,22,43,88,56,31,51,51
7,13,20,-10,-6,15,43,87,51,27,49,50
2,6,12,-4,-5,8,43,79,43,23,42,44
5,3,-1,-3,7,2,43,77,38,19,39,41
1,4,8,-2,-4,5,50,77,37,17,40,43
-2,-1,2,2,-4,0,47,73,30,13,31,35
3,1,-1,-1,5,1,45,70,24,10,30,31
-8,-9,-8,10,-4,-9,43,69,20,7,27,28
-13,-14,-11,15,-6,-13,43,67,18,6,26,26
-7,-15,-22,13,8,-17,40,65,16,3,25,26
-6,-16,-26,13,13,-19,40,62,13,3,20,21
-14,-14,-9,15,-8,-12,40,62,15,3,20,23
-12,-19,-24,18,5,-21,39,60,9,0,17,23
-4,-16,-28,12,17,-20,38,58,7,-0,14,19
-22,-26,-24,26,-6,-25,43,56,7,-2,16,20
-21,-27,-28,26,-2,-27,45,58,4,-3,16,18
-17,-29,-39,26,10,-32,40,51,0,-5,12,14
-23,-32,-36,30,1,-33,43,55,0,-5,14,16
-23,-30,-32,28,-1,-30,44,55,1,-5,12,14
-15,-30,-43,26,14,-34,40,51,-2,-7,11,11
-11,-29,-47,23,21,-34,43,52,1,-6,13,13
-23,-32,-36,30,1,-33,46,54,2,-5,15,14
-21,-34,-43,30,8,-36,40,49,-1,-7,11,14
-18,-33,-44,28,12,-36,39,47,-2,-7,12,11
-25,-38,-47,34,7,-41,42,51,0,-7,13,14
-30,-40,-43,38,-2,-41,42,53,-1,-8,12,14
-17,-37,-57,31,23,-43,39,50,-6,-9,9,10
-24,-40,-53,35,12,-44,40,51,-1,-8,12,12
-24,-40,-53,35,12,-44,43,52,-3,-9,12,11
-14,-36,-59,29,27,-43,39,51,-4,-9,11,11
-15,-39,-64,31,29,-46,38,47,-5,-10,8,9
-29,-42,-49,38,4,-44,38,51,-5,-12,8,8
-26,-41,-51,37,8,-44,40,49,-4,-10,9,8
-28,-41,-49,38,5,-43,40,49,-4,-10,9,10
-29,-39,-43,37,-1,-40,42,51,-1,-9,9,9
-29,-40,-44,38,0,-41,41,50,-4,-10,10,11
-24,-40,-53,35,12,-44,38,46,-6,-12,6,6
-25,-40,-51,36,10,-43,41,51,-4,-11,8,8
-26,-40,-49,36,6,-42,42,51,-1,-10,12,12
-21,-40,-57,34,18,-45,39,49,-4,-11,11,11
-15,-38,-61,31,27,-45,40,50,-4,-12,8,9
-29,-39,-43,37,-1,-40,43,53,-3,-10,9,10
-28,-38,-43,36,1,-39,41,48,-6,-11,8,9
-29,-40,-44,38,0,-41,41,51,-4,-11,10,10
-34,-43,-44,41,-5,-43,41,53,-1,-9,11,10
-29,-41,-47,38,2,-43,43,51,-2,-9,9,11
-28,-37,-40,35,-1,-38,41,51,-5,-10,8,6
-25,-36,-40,33,1,-37,41,50,-6,-9,9,6
-29,-41,-47,38,2,-43,42,53,-3,-8,9,9
-23,-36,-44,32,7,-38,39,53,-1,-8,8,7
-21,-32,-39,29,5,-34,41,51,-2,-8,8,9
-29,-37,-39,36,-4,-38,41,52,-1,-6,11,10
-21,-33,-40,29,6,-35,45,52,0,-6,13,10
-24,-34,-39,31,2,-35,42,50,-1,-6,11,9
-32,-36,-30,36,-13,-34,43,54,-1,-6,12,9
-30,-38,-39,37,-5,-38,48,57,2,-5,12,9
-20,-34,-44,30,11,-37,45,54,-4,-9,8,6
-19,-33,-43,29,10,-36,43,56,-2,-8,11,9
-26,-37,-43,35,2,-39,48,57,-2,-7,11,9
-24,-36,-43,32,5,-38,45,55,-3,-8,12,10
-25,-36,-40,33,1,-37,43,54,-6,-9,8,9
-34,-34,-23,35,-19,-30,44,56,-2,-7,11,11
-26,-34,-36,33,-2,-35,42,56,-3,-8,11,11
-24,-34,-39,31,2,-35,41,56,-3,-8,10,11
-28,-33,-30,32,-8,-32,45,58,0,-8,14,12
-29,-32,-26,32,-13,-30,42,56,-2,-7,13,10
-26,-36,-39,33,-1,-36,38,53,-6,-9,10,7
-25,-32,-32,31,-5,-32,42,57,-4,-9,11,6
-30,-29,-18,31,-20,-25,38,53,-6,-11,11,7
-23,-32,-36,30,1,-33,37,50,-7,-12,8,5
-25,-33,-34,31,-2,-33,37,53,-6,-10,10,9
-33,-33,-22,34,-20,-29,42,57,-6,-9,12,10
-32,-34,-26,35,-15,-31,39,54,-8,-12,8,10
-21,-29,-32,27,0,-29,38,55,-8,-9,12,13
-28,-34,-34,33,-5,-34,41,57,-6,-9,12,12
-36,-33,-18,36,-26,-28,43,57,-7,-9,11,11
-24,-28,-26,28,-7,-27,38,53,-10,-10,9,6
-28,-33,-30,32,-8,-32,41,57,-8,-11,14,10
-31,-28,-15,31,-23,-24,39,55,-10,-11,11,9
-24,-34,-40,32,4,-36,37,53,-10,-10,13,10
-25,-34,-36,32,-1,-34,35,50,-14,-12,10,7
-29,-32,-26,32,-13,-30,39,54,-11,-10,14,12
-26,-36,-40,34,0,-37,39,55,-9,-9,12,13
-29,-34,-32,34,-8,-34,34,53,-12,-12,11,11
-25,-34,-39,32,1,-36,36,52,-12,-11,12,11
-31,-32,-23,33,-17,-29,38,56,-9,-10,12,11
-30,-33,-26,33,-14,-30,35,50,-15,-12,9,8
-28,-31,-26,31,-11,-29,36,52,-13,-12,9,9
-28,-29,-22,30,-14,-26,39,49,-13,-13,11,5
-22,-33,-39,30,4,-34,31,46,-18,-14,8,6
-25,-37,-44,34,5,-39,29,45,-17,-14,8,6
-31,-37,-36,37,-7,-37,32,45,-13,-13,8,9
-29,-36,-36,35,-6,-36,31,46,-16,-15,8,7
-28,-34,-34,33,-5,-34,31,44,-17,-14,7,6
-36,-41,-36,41,-13,-39,37,49,-16,-12,11,10
-37,-38,-28,40,-20,-35,38,48,-16,-13,11,11
-29,-39,-43,37,-1,-40,36,45,-19,-14,8,8
-30,-36,-34,36,-8,-36,38,48,-18,-13,11,9
-39,-43,-36,44,-17,-41,40,48,-17,-14,10,9
-26,-40,-49,36,6,-42,34,44,-18,-15,9,8
-23,-37,-49,33,11,-41,31,44,-20,-16,8,7
-31,-37,-36,37,-7,-37,32,45,-17,-16,8,8
-32,-42,-44,40,-2,-42,31,43,-20,-16,8,7
-28,-41,-49,38,5,-43,31,43,-20,-17,7,6
-32,-40,-40,38,-6,-40,29,44,-19,-15,8,8
-29,-37,-39,36,-4,-38,33,47,-18,-13,10,10
-25,-40,-51,36,10,-43,29,43,-20,-15,8,8
-29,-40,-44,38,0,-41,34,46,-21,-15,9,7
-29,-36,-36,35,-6,-36,29,43,-20,-15,9,7
-28,-38,-43,36,1,-39,31,43,-22,-15,8,8
-24,-37,-47,33,8,-40,27,38,-24,-17,4,4
-29,-42,-49,38,4,-44,29,43,-21,-16,8,8
-24,-39,-51,35,11,-43,31,42,-22,-17,8,7
-31,-39,-40,38,-5,-39,28,39,-23,-18,5,5
-39,-42,-34,43,-17,-39,29,39,-23,-19,5,4
-28,-36,-36,34,-5,-36,31,43,-21,-16,8,9
-28,-44,-55,39,10,-47,28,42,-23,-17,5,6
-32,-46,-53,42,4,-48,28,38,-24,-18,4,2
-32,-44,-49,41,0,-45,27,36,-22,-17,6,6
-22,-42,-59,36,19,-47,27,36,-22,-18,3,2
-24,-45,-64,38,20,-51,25,34,-23,-19,3,2
-35,-45,-47,43,-4,-45,29,39,-21,-17,8,4
-32,-42,-44,40,-2,-42,24,34,-23,-19,5,4
-34,-43,-44,41,-5,-43,24,36,-23,-19,5,2
-32,-37,-34,37,-10,-36,26,36,-22,-19,5,5
-33,-38,-34,38,-11,-37,29,38,-21,-18,6,6
-28,-40,-47,37,4,-42,24,30,-27,-22,2,-2
-24,-37,-47,33,8,-40,27,32,-24,-18,5,2
-26,-39,-47,36,5,-41,26,34,-24,-18,5,2
-24,-39,-51,35,11,-43,24,28,-27,-19,4,2
-26,-44,-57,38,12,-48,22,26,-27,-20,3,-2
-33,-42,-43,40,-5,-42,24,30,-23,-19,5,-2
-30,-40,-43,38,-2,-41,22,26,-27,-20,4,-2
-30,-46,-55,41,7,-49,25,26,-25,-21,4,-2
-37,-46,-44,45,-8,-45,25,26,-24,-20,4,0
-39,-50,-53,48,-5,-51,26,28,-23,-20,6,1
-21,-46,-70,38,27,-53,27,24,-25,-20,4,-2
-22,-38,-51,33,13,-42,29,24,-23,-21,4,0
-29,-45,-55,40,8,-48,29,26,-24,-20,5,0
-29,-47,-61,42,12,-52,27,21,-26,-21,2,-4
-26,-44,-57,38,12,-48,24,21,-28,-22,0,-4
-36,-46,-47,44,-5,-46,29,24,-22,-20,5,4
-30,-47,-59,43,10,-51,27,20,-25,-21,2,2
