I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6, 
366, 483, 117, -424, 124, 300, 14, 463, 956, 1356, 1249, 1088, 
527, 541, 14, -534, 256, 278, -97, 429, 541, 1337, 1361, 1307, 
688, 522, -165, -605, 427, 178, -190, 409, 14, 1171, 1361, 1464, 
854, 497, -356, -675, 605, 70, -302, 341, -712, 839, 1283, 1595, 
1039, 517, -522, -778, 780, -2, -444, 239, -1449, 497, 1200, 1737, 
1229, 512, -717, -871, 973, -102, -590, 131, -2103, 180, 1137, 1903, 
1381, 497, -883, -939, 1132, -192, -722, -29, -2723, -156, 1024, 2015, 
1473, 497, -976, -985, 1224, -239, -819, -224, -3235, -492, 824, 1947, 
1429, 483, -946, -956, 1188, -231, -868, -444, -3518, -824, 478, 1576, 
1190, 473, -717, -832, 954, -122, -858, -712, -3562, -1132, 58, 1054, 
863, 439, -424, -651, 644, 7, -790, -951, -3425, -1312, -258, 653, 
585, 263, -322, -424, 453, -29, -658, -1039, -3230, -1459, -556, 312, 
439, -68, -507, -185, 473, -287, -502, -946, -3050, -1703, -966, -136, 
366, -444, -810, 39, 588, -627, -317, -751, -2825, -1922, -1371, -580, 
351, -673, -1024, 161, 688, -849, -151, -517, -2508, -1966, -1566, -790, 
341, -692, -1034, 175, 688, -863, -48, -317, -2093, -1810, -1527, -780, 
297, -575, -873, 139, 585, -724, -4, -204, -1664, -1498, -1298, -653, 
224, -434, -658, 104, 441, -546, 14, -146, -1273, -1117, -980, -488, 
122, -287, -409, 82, 265, -348, 43, -92, -902, -756, -663, -317, 
19, -195, -214, 87, 117, -204, 78, -58, -595, -468, -409, -204, 
-48, -136, -87, 92, 19, -112, 112, -24, -361, -263, -244, -156, 
-92, -107, -14, 100, -39, -61, 126, 0, -204, -136, -146, -131, 
-122, -97, 24, 109, -73, -36, 141, 29, -117, -73, -87, -107, 
-146, -102, 43, 124, -95, -29, 161, 53, -48, -24, -63, -102, 
-156, -117, 39, 136, -97, -39, 175, 73, -9, -4, -43, -97, 
-131, -122, 9, 126, -70, -56, 165, 73, -4, 4, -34, -102, 
-107, -122, -14, 114, -46, -68, 146, 78, 9, 4, -34, -102, 
-92, -126, -34, 109, -29, -80, 136, 87, 9, 4, -39, -102, 
-87, -136, -48, 112, -19, -92, 136, 92, 14, -4, -43, -102, 
-78, -136, -58, 107, -9, -97, 136, 97, 14, -9, -53, -112, 
-97, -141, -43, 119, -26, -92, 146, 87, 19, -14, -58, -122, 
-97, -146, -48, 122, -24, -97, 146, 87, 24, -19, -58, -117, 
-78, -131, -53, 104, -12, -92, 136, 87, 34, -24, -53, -117, 
-63, -117, -53, 90, -4, -85, 136, 92, 39, -29, -43, -117, 
-78, -136, -58, 107, -9, -97, 131, 87, 29, -39, -68, -126, 
-97, -156, -58, 126, -19, -107, 126, 82, 29, -43, -78, -126, 
-126, -180, -53, 153, -36, -117, 122, 68, 29, -48, -87, -136, 
-151, -200, -48, 175, -51, -124, 112, 48, 29, -53, -92, -141, 
-136, -190, -53, 163, -41, -122, 122, 58, 34, -48, -78, -136, 
-131, -175, -43, 153, -43, -109, 122, 63, 48, -43, -73, -131, 
-102, -156, -53, 129, -24, -104, 126, 63, 63, -34, -68, -117, 
-73, -131, -58, 102, -7, -95, 126, 63, 68, -24, -63, -112, 
-73, -126, -53, 100, -9, -90, 122, 73, 68, -29, -68, -112, 
-73, -126, -53, 100, -9, -90, 117, 73, 68, -29, -63, -107, 
-87, -131, -43, 109, -21, -87, 112, 68, 63, -29, -63, -107, 
-78, -131, -53, 104, -12, -92, 102, 63, 58, -29, -63, -107, 
-82, -131, -48, 107, -17, -90, 117, 53, 58, -39, -73, -107, 
-97, -136, -39, 117, -29, -87, 112, 53, 58, -39, -73, -107, 
-102, -141, -39, 122, -31, -90, 117, 53, 68, -34, -68, -107, 
-107, -141, -34, 124, -36, -87, 122, 53, 68, -29, -68, -102, 
-97, -146, -48, 122, -24, -97, 107, 63, 68, -29, -58, -112, 
-97, -146, -48, 122, -24, -97, 102, 63, 68, -29, -58, -112, 
-97, -146, -48, 122, -24, -97, 97, 58, 68, -29, -58, -117, 
-97, -146, -48, 122, -24, -97, 92, 58, 68, -19, -58, -117, 
-112, -161, -48, 136, -31, -104, 107, 53, 63, -19, -68, -122, 
-122, -161, -39, 141, -41, -100, 112, 43, 63, -24, -68, -122, 
-131, -165, -34, 148, -48, -100, 117, 39, 68, -24, -63, -122, 
-131, -165, -34, 148, -48, -100, 136, 39, 73, -19, -58, -112, 
-122, -156, -34, 139, -43, -95, 126, 48, 82, -9, -48, -102, 
-122, -151, -29, 136, -46, -90, 122, 48, 82, -9, -48, -102, 
-112, -141, -29, 126, -41, -85, 107, 48, 87, -9, -48, -107, 
-102, -122, -19, 112, -41, -70, 107, 53, 92, -4, -43, -107, 
-82, -112, -29, 97, -26, -70, 102, 63, 97, -4, -43, -97, 
-73, -82, -9, 78, -31, -46, 107, 63, 102, -4, -34, -87, 
-53, -68, -14, 61, -19, -41, 107, 63, 107, 0, -29, -87, 
-48, -63, -14, 56, -17, -39, 107, 63, 107, 0, -29, -87, 
-58, -53, 4, 56, -31, -24, 97, 78, 112, 14, -29, -97, 
-48, -53, -4, 51, -21, -29, 92, 78, 112, 14, -29, -92, 
-48, -48, 0, 48, -24, -24, 92, 78, 112, 14, -34, -92, 
-58, -48, 9, 53, -34, -19, 92, 73, 112, 14, -34, -92, 
-73, -63, 9, 68, -41, -26, 92, 68, 107, 9, -34, -102, 
-78, -73, 4, 75, -41, -34, 92, 68, 107, 9, -34, -102, 
-82, -82, 0, 82, -41, -41, 82, 63, 117, 9, -34, -102, 
-92, -92, 0, 92, -46, -46, 73, 58, 117, 9, -34, -107, 
-107, -97, 9, 102, -58, -43, 78, 48, 112, 9, -34, -112, 
-112, -97, 14, 104, -63, -41, 87, 48, 112, 9, -39, -112, 
-112, -97, 14, 104, -63, -41, 97, 48, 112, 9, -39, -107, 
-112, -92, 19, 102, -65, -36, 107, 48, 117, 9, -34, -107, 
-107, -87, 19, 97, -63, -34, 92, 53, 131, 19, -29, -102, 
-102, -87, 14, 95, -58, -36, 92, 48, 131, 24, -24, -102, 
-97, -82, 14, 90, -56, -34, 87, 53, 136, 29, -19, -97, 
-87, -73, 14, 80, -51, -29, 82, 63, 136, 34, -14, -92, 
-102, -78, 24, 90, -63, -26, 78, 58, 136, 29, -14, -97, 
-107, -82, 24, 95, -65, -29, 73, 43, 141, 29, -19, -102, 
-117, -87, 29, 102, -73, -29, 68, 39, 141, 24, -24, -107, 
-122, -87, 34, 104, -78, -26, 58, 39, 141, 24, -24, -112, 
-107, -73, 34, 90, -70, -19, 58, 43, 156, 39, -14, -102, 
-102, -63, 39, 82, -70, -12, 58, 48, 161, 39, -9, -97, 
-97, -58, 39, 78, -68, -9, 63, 53, 161, 39, -4, -92, 
-92, -48, 43, 70, -68, -2, 73, 58, 170, 43, 0, -87, 
-102, -43, 58, 73, -80, 7, 87, 53, 175, 39, 4, -97, 
-102, -34, 68, 68, -85, 17, 87, 43, 170, 39, 0, -97, 
-97, -19, 78, 58, -87, 29, 87, 39, 170, 48, 4, -92, 
-97, -14, 82, 56, -90, 34, 87, 34, 170, 53, 0, -92, 
-112, -34, 78, 73, -95, 21, 97, 48, 175, 63, 9, -92, 
-112, -29, 82, 70, -97, 26, 92, 48, 180, 68, 14, -92, 
-102, -34, 68, 68, -85, 17, 92, 48, 185, 73, 14, -87, 
-102, -39, 63, 70, -82, 12, 87, 48, 190, 73, 19, -87, 
-102, -14, 87, 58, -95, 36, 82, 43, 195, 73, 24, -92, 
-102, -9, 92, 56, -97, 41, 73, 43, 200, 78, 24, -92, 
-107, 0, 107, 53, -107, 53, 68, 43, 200, 78, 19, -92, 
-107, 9, 117, 48, -112, 63, 63, 43, 204, 78, 19, -92, 
-112, 4, 117, 53, -114, 61, 68, 43, 204, 87, 19, -82, 
-117, 0, 117, 58, -117, 58, 68, 43, 214, 92, 29, -82, 
-122, 4, 126, 58, -124, 65, 68, 43, 219, 97, 34, -82, 
-126, 4, 131, 61, -129, 68, 58, 43, 219, 97, 34, -82, 
-122, 19, 141, 51, -131, 80, 48, 43, 239, 107, 43, -82, 
-122, 24, 146, 48, -134, 85, 48, 43, 244, 112, 43, -82, 
-117, 34, 151, 41, -134, 92, 43, 39, 244, 117, 48, -82, 
-112, 48, 161, 31, -136, 104, 43, 39, 253, 122, 58, -82, 
-122, 48, 170, 36, -146, 109, 43, 53, 268, 126, 63, -73, 
-122, 53, 175, 34, -148, 114, 43, 53, 268, 131, 68, -68, 
-122, 58, 180, 31, -151, 119, 34, 48, 273, 136, 73, -68, 
-122, 58, 180, 31, -151, 119, 29, 48, 278, 141, 73, -68, 
-136, 58, 195, 39, -165, 126, 43, 43, 278, 136, 68, -68, 
-131, 68, 200, 31, -165, 134, 53, 43, 283, 146, 73, -73, 
-136, 63, 200, 36, -168, 131, 58, 39, 292, 151, 78, -68, 
-141, 63, 204, 39, -173, 134, 63, 34, 297, 165, 87, -73, 
-136, 58, 195, 39, -165, 126, 58, 43, 307, 175, 92, -63, 
-136, 68, 204, 34, -170, 136, 53, 43, 317, 180, 97, -63, 
-136, 82, 219, 26, -178, 151, 53, 43, 322, 190, 102, -58, 
-141, 92, 234, 24, -187, 163, 53, 43, 326, 195, 107, -58, 
-122, 112, 234, 4, -178, 173, 48, 43, 336, 200, 122, -48, 
-126, 136, 263, -4, -195, 200, 39, 34, 341, 209, 122, -48, 
-126, 156, 283, -14, -204, 219, 34, 34, 346, 214, 122, -48, 
-126, 175, 302, -24, -214, 239, 29, 39, 351, 219, 131, -48, 
-117, 190, 307, -36, -212, 248, 24, 53, 375, 229, 151, -39, 
-122, 200, 322, -39, -222, 261, 24, 53, 385, 244, 165, -39, 
-117, 204, 322, -43, -219, 263, 24, 53, 395, 253, 175, -34, 
-122, 204, 326, -41, -224, 265, 29, 53, 405, 268, 185, -34, 
-151, 200, 351, -24, -251, 275, 29, 43, 400, 258, 180, -43, 
-165, 195, 361, -14, -263, 278, 24, 39, 400, 268, 180, -43, 
-175, 195, 370, -9, -273, 283, 19, 29, 409, 273, 185, -43, 
-190, 200, 390, -4, -290, 295, 14, 19, 414, 278, 185, -48, 
-209, 190, 400, 9, -305, 295, 24, 29, 424, 292, 200, -39, 
-219, 190, 409, 14, -314, 300, 29, 19, 429, 297, 204, -39, 
-229, 195, 424, 17, -326, 309, 39, 19, 434, 307, 214, -34, 
-229, 209, 439, 9, -334, 324, 48, 14, 439, 317, 224, -34, 
-219, 239, 458, -9, -339, 348, 58, 14, 448, 331, 234, -19, 
-209, 258, 468, -24, -339, 363, 53, 14, 453, 341, 244, -14, 
-200, 268, 468, -34, -334, 368, 48, 14, 468, 351, 253, -14, 
-195, 278, 473, -41, -334, 375, 48, 14, 468, 370, 263, -4, 
-204, 278, 483, -36, -344, 380, 39, 9, 468, 380, 273, -9, 
-209, 278, 488, -34, -348, 383, 39, 9, 473, 390, 283, -4, 
-214, 287, 502, -36, -358, 395, 34, 4, 488, 400, 292, 0, 
-224, 287, 512, -31, -368, 400, 34, 4, 497, 419, 307, 4, 
-214, 307, 522, -46, -368, 414, 19, 9, 497, 424, 317, 9, 
-209, 317, 527, -53, -368, 422, 14, 14, 507, 444, 331, 24, 
-200, 336, 536, -68, -368, 436, 9, 19, 512, 453, 346, 24, 
-190, 356, 546, -82, -368, 451, 0, 24, 522, 463, 356, 34, 
-209, 346, 556, -68, -383, 451, -9, 9, 522, 473, 351, 29, 
-219, 336, 556, -58, -387, 446, -19, 4, 527, 483, 361, 34, 
-229, 331, 561, -51, -395, 446, -29, -4, 527, 488, 370, 39, 
-239, 326, 566, -43, -402, 446, -39, -9, 527, 492, 370, 43, 
-253, 317, 570, -31, -412, 444, -29, -19, 527, 497, 380, 43, 
